"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","주당평균수업시수(교사 1인당)","주당수업시수","수업교원수"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001000","벽제초등학교","02","공립","N","","190","190","190","190","190","190","19.8","316","16"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001001","삼송초등학교","02","공립","N","","190","190","190","190","190","190","23.9","1243","52"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001002","상탄초등학교","02","공립","N","","191","191","191","191","191","191","21.7","912","42"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001003","성라초등학교","02","공립","N","","191","191","191","191","191","191","20.9","502","24"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001004","성사초등학교","02","공립","N","","190","190","190","190","190","190","21.0","880","42"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001005","성석초등학교","02","공립","N","","191","191","191","191","191","191","22.3","178","8"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001006","성신초등학교","02","공립","N","","190","190","190","190","190","190","20.8","687","33"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001007","성저초등학교","02","공립","N","","190","190","190","190","190","190","21.1","422","20"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001008","소만초등학교","02","공립","N","","191","191","191","191","191","191","21.2","424","20"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001009","송포초등학교","02","공립","N","","190","190","190","190","190","190","22.0","550","25"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001010","일산은행초등학교","02","공립","N","","190","190","190","190","190","190","21.2","339","16"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001011","신능초등학교","02","공립","N","","190","190","190","190","190","190","20.9","334","16"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001012","신원초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1364","62"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001014","신촌초등학교","02","공립","N","","191","191","191","191","191","191","22.3","602","27"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001015","안곡초등학교","02","공립","N","","191","191","191","191","191","191","21.1","549","26"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001016","오마초등학교","02","공립","N","","191","191","191","191","191","191","21.5","1248","58"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001017","용두초등학교","02","공립","N","","190","190","190","190","190","190","22.5","180","8"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001018","용정초등학교","02","공립","N","","191","191","191","191","191","191","19.9","319","16"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001019","원당초등학교","02","공립","N","","191","191","191","191","191","191","21.5","495","23"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001020","원중초등학교","02","공립","N","","191","191","191","191","191","191","22.1","1350","61"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001021","율동초등학교","02","공립","N","","191","191","191","191","191","191","19.9","338","17"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001023","일산초등학교","02","공립","N","","190","190","190","190","190","190","21.4","386","18"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001024","장성초등학교","02","공립","N","","191","191","191","191","191","191","20.8","396","19"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001025","장촌초등학교","02","공립","N","","190","190","190","190","190","190","20.8","333","16"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001026","저동초등학교","02","공립","N","","190","190","190","190","190","190","20.4","448","22"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001027","정발초등학교","02","공립","N","","190","190","190","190","190","190","21.4","942","44"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001028","주엽초등학교","02","공립","N","","191","191","191","191","191","191","25.1","603","24"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001029","중산초등학교","02","공립","N","","191","191","191","191","191","191","20.8","479","23"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001030","지도초등학교","02","공립","N","","191","191","191","191","191","191","21.4","707","33"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001032","토당초등학교","02","공립","N","","190","190","190","190","190","190","19.5","370","19"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001033","풍산초등학교","02","공립","N","","190","190","190","190","190","190","21.1","927","44"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001034","한수초등학교","02","공립","N","","191","191","191","191","191","191","21.5","646","30"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001035","행남초등학교","02","공립","N","","190","190","190","190","190","190","21.8","283","13"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001036","행신초등학교","02","공립","N","","190","190","190","190","190","190","20.9","397","19"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001037","행주초등학교","02","공립","N","","191","191","191","191","191","191","23.0","161","7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001038","현산초등학교","02","공립","N","","191","191","191","191","191","191","20.8","750","36"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001039","호곡초등학교","02","공립","N","","191","191","191","191","191","191","21.8","1376","63"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001040","호수초등학교","02","공립","N","","190","190","190","190","190","190","22.4","515","23"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001041","화중초등학교","02","공립","N","","190","190","190","190","190","190","21.8","501","23"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001042","황룡초등학교","02","공립","N","","190","190","190","190","190","190","21.5","472","22"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001043","흥도초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1408","64"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001199","가림초등학교","02","공립","N","","190","190","190","190","190","190","20.8","604","29"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001201","광명광덕초등학교","02","공립","N","","190","190","190","190","190","190","21.3","853","40"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001202","광명광성초등학교","02","공립","N","","190","190","190","190","190","190","25.2","1107","44"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001203","광명남초등학교","02","공립","N","","190","190","190","190","190","190","20.6","535","26"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001204","광명동초등학교","02","공립","N","","190","190","190","190","190","190","19.2","249","13"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001205","광명북초등학교","02","공립","N","","190","190","190","190","190","190","23.9","956","40"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001206","광명서초등학교","02","공립","N","","195","195","195","195","195","195","21.1","760","36"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001207","광명초등학교","02","공립","N","","190","190","190","190","190","190","22.3","581","26"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001208","광문초등학교","02","공립","N","","190","190","190","190","190","190","21.5","773","36"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001210","광일초등학교","02","공립","N","","190","190","190","190","190","190","21.5","710","33"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001212","서면초등학교","02","공립","N","","190","190","190","190","190","190","22.2","666","30"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001213","소하초등학교","02","공립","N","","190","190","190","190","190","190","22.2","1067","48"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001214","안서초등학교","02","공립","N","","190","190","190","190","190","190","18.9","170","9"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001215","연서초등학교","02","공립","N","","190","190","190","190","190","190","21.2","446","21"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001216","온신초등학교","02","공립","N","","190","190","190","190","190","190","21.4","171","8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001217","철산초등학교","02","공립","N","","190","190","190","190","190","190","21.9","1662","76"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001218","하안남초등학교","02","공립","N","","190","190","190","190","190","190","21.1","358","17"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001219","하안북초등학교","02","공립","N","","190","190","190","190","190","190","20.9","418","20"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001220","하안초등학교","02","공립","N","","190","190","190","190","190","190","20.3","467","23"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001221","하일초등학교","02","공립","N","","190","190","190","190","190","190","22.6","406","18"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001279","경안초등학교","02","공립","N","","190","190","190","190","190","190","21.8","566","26"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001280","고골초등학교","02","공립","N","","190","190","190","190","190","190","21.6","173","8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001281","곤지암초등학교","02","공립","N","","190","190","190","190","190","190","24.2","701","29"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001282","광남초등학교","02","공립","N","","190","190","190","190","190","190","23.4","1242","53"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001284","광주광명초등학교","02","공립","N","","190","190","190","190","190","190","22.6","1312","58"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001285","광주매곡초등학교","02","공립","N","","190","190","190","190","190","190","22.1","1169","53"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001286","광주초등학교","02","공립","N","","190","190","190","190","190","190","21.7","1217","56"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001288","광지원초등학교","02","공립","N","","190","190","190","190","190","190","22.3","178","8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001289","남한산초등학교","02","공립","N","","190","190","190","190","190","190","20.7","145","7"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001290","덕풍초등학교","02","공립","N","","190","190","190","190","190","190","22.0","572","26"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001291","도곡초등학교","02","공립","N","","190","190","190","190","190","190","22.8","1142","50"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001292","도궁초등학교","02","공립","N","","190","190","190","190","190","190","22.9","160","7"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001293","도수초등학교","02","공립","N","","190","190","190","190","190","190","21.8","696","32"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001294","도심초등학교","02","공립","N","","190","190","190","190","190","190","21.7","455","21"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001295","도척초등학교","02","공립","N","","190","190","190","190","190","190","21.5","280","13"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001296","동부초등학교","02","공립","N","","190","190","190","190","190","190","21.8","676","31"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001298","만선초등학교","02","공립","N","","190","190","190","190","190","190","22.3","178","8"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001299","망월초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1543","70"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001301","번천초등학교","02","공립","N","","190","190","190","190","190","190","23.1","162","7"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001302","분원초등학교","02","공립","N","","190","190","190","190","190","190","22.7","159","7"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001305","산곡초등학교","02","공립","N","","190","190","190","190","190","190","22.3","156","7"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001306","삼리초등학교","02","공립","N","","190","190","190","190","190","190","21.6","691","32"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001307","서부초등학교","02","공립","N","","263","263","263","263","263","263","22.5","180","8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001308","선동초등학교","02","공립","N","","190","190","190","190","190","190","22.1","199","9"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001309","신장초등학교","02","공립","N","","190","190","190","190","190","190","21.8","742","34"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001310","쌍령초등학교","02","공립","N","","190","190","190","190","190","190","21.4","577","27"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001311","오포초등학교","02","공립","N","","190","190","190","190","190","190","21.3","787","37"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001312","창우초등학교","02","공립","N","","190","190","190","190","190","190","21.5","515","24"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001314","초월초등학교","02","공립","N","","190","190","190","190","190","190","22.2","244","11"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001315","탄벌초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1562","71"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001316","태전초등학교","02","공립","N","","190","190","190","190","190","190","22.1","819","37"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001317","하남천현초등학교","02","공립","N","","190","190","190","190","190","190","21.5","387","18"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001318","하남초등학교","02","공립","N","","190","190","190","190","190","190","22.2","622","28"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001380","갈뫼초등학교","02","공립","N","","190","190","190","190","190","190","20.9","586","28"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001381","고천초등학교","02","공립","N","","190","190","190","190","190","190","22.2","489","22"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001382","곡란초등학교","02","공립","N","","190","190","190","190","190","190","19.3","309","16"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001383","관모초등학교","02","공립","N","","190","190","190","190","190","190","20.8","353","17"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001384","광정초등학교","02","공립","N","","190","190","190","190","190","190","21.5","668","31"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001385","군포양정초등학교","02","공립","N","","190","190","190","190","190","190","21.3","832","39"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001386","군포옥천초등학교","02","공립","N","","190","190","190","190","190","190","20.7","311","15"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001387","군포초등학교","02","공립","N","","190","190","190","190","190","190","22.3","958","43"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001388","군포화산초등학교","02","공립","N","","190","190","190","190","190","190","20.4","346","17"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001389","궁내초등학교","02","공립","N","","190","190","190","190","190","190","22.3","601","27"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001390","금정초등학교","02","공립","N","","190","190","190","190","190","190","20.6","578","28"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001391","내손초등학교","02","공립","N","","190","190","190","190","190","190","19.7","217","11"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001392","능내초등학교","02","공립","N","","190","190","190","190","190","190","22.5","631","28"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001393","덕장초등학교","02","공립","N","","190","190","190","190","190","190","21.8","502","23"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001394","도장초등학교","02","공립","N","","190","190","190","190","190","190","22.0","176","8"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001395","둔대초등학교","02","공립","N","","190","190","190","190","190","190","20.9","314","15"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001396","둔전초등학교","02","공립","N","","190","190","190","190","190","190","20.8","749","36"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001397","백운초등학교","02","공립","N","","190","190","190","190","190","190","23.8","950","40"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001399","산본초등학교","02","공립","N","","190","190","190","190","190","190","21.7","694","32"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001400","수리초등학교","02","공립","N","","190","190","190","190","190","190","24.9","348","14"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001401","신흥초등학교","02","공립","N","","190","190","190","190","190","190","22.2","466","21"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001403","오금초등학교","02","공립","N","","190","190","190","190","190","190","21.8","392","18"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001404","오전초등학교","02","공립","N","","190","190","190","190","190","190","20.7","435","21"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001405","왕곡초등학교","02","공립","N","","190","190","190","190","190","190","21.9","437","20"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001406","용호초등학교","02","공립","N","","190","190","190","190","190","190","22.0","352","16"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001407","의왕덕성초등학교","02","공립","N","","190","190","190","190","190","190","21.9","920","42"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001408","의왕부곡초등학교","02","공립","N","","190","190","190","190","190","190","20.2","526","26"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001409","의왕초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1011","46"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001410","태을초등학교","02","공립","N","","190","190","190","190","190","190","21.0","482","23"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001413","흥진초등학교","02","공립","N","","190","190","190","190","190","190","21.8","675","31"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001498","감정초등학교","02","공립","N","","190","190","190","190","190","190","21.5","1034","48"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001499","개곡초등학교","02","공립","N","","190","190","190","190","190","190","24.1","169","7"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001501","고창초등학교","02","공립","N","","190","190","190","190","190","190","21.7","695","32"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001502","고촌초등학교","02","공립","N","","191","191","191","191","191","191","22.4","628","28"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001503","금란초등학교","02","공립","N","","191","191","191","191","191","191","22.6","226","10"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001504","금성초등학교","02","공립","N","","190","190","190","190","190","190","21.6","151","7"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001505","금파초등학교","02","공립","N","","190","190","190","190","190","190","21.4","663","31"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001506","양도초등학교","02","공립","N","","190","190","190","190","190","190","21.8","764","35"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001507","김포대명초등학교","02","공립","N","","190","190","190","190","190","190","22.4","157","7"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001508","김포서초등학교","02","공립","N","","190","190","190","190","190","190","22.6","655","29"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001509","김포초등학교","02","공립","N","","190","190","190","190","190","190","21.5","344","16"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001512","대곶초등학교","02","공립","N","","190","190","190","190","190","190","21.6","303","14"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001514","마송초등학교","02","공립","N","","190","190","190","190","190","190","22.0","264","12"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001516","사우초등학교","02","공립","N","","190","190","190","190","190","190","22.4","852","38"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001517","서암초등학교","02","공립","N","","190","190","190","190","190","190","22.9","344","15"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001518","석정초등학교","02","공립","N","","190","190","190","190","190","190","19.4","194","10"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001519","수남초등학교","02","공립","N","","190","190","190","190","190","190","21.5","129","6"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001520","양곡초등학교","02","공립","N","","190","190","190","190","190","190","20.4","511","25"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001521","옹정초등학교","02","공립","N","","190","190","190","190","190","190","24.7","173","7"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001522","운양초등학교","02","공립","N","","190","190","190","190","190","190","20.3","1257","62"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001523","월곶초등학교","02","공립","N","","191","191","191","191","191","191","21.0","168","8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001525","유현초등학교","02","공립","N","","190","190","190","190","190","190","22.4","1431","64"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001527","풍무초등학교","02","공립","N","","191","191","191","191","191","191","21.8","957","44"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001528","하성초등학교","02","공립","N","","190","190","190","190","190","190","20.5","225","11"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001529","학운초등학교","02","공립","N","","190","190","190","190","190","190","21.3","319","15"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001600","가곡초등학교","02","공립","N","","191","191","191","191","191","191","21.0","545","26"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001601","가양초등학교","02","공립","N","","191","191","191","191","191","191","19.4","155","8"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001603","갈매초등학교","02","공립","N","","190","190","190","190","190","190","22.0","1451","66"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001604","광릉초등학교","02","공립","N","","191","191","191","191","191","191","20.6","351","17"
