"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003669","신동초등학교","02","공립","N","","3","61","20.3","3","59","19.7","3","59","19.7","3","69","23","3","79","26.3","4","80","20","2","12","6","0","0","0","21","419","20","27","15.5"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003670","어룡초등학교","02","공립","N","","1","24","24","2","31","15.5","2","25","12.5","2","31","15.5","2","38","19","2","33","16.5","2","8","4","0","0","0","13","190","14.6","15","12.7"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003671","오동초등학교","02","공립","N","","3","75","25","4","87","21.8","4","104","26","4","102","25.5","5","107","21.4","5","114","22.8","1","3","3","0","0","0","26","592","22.8","31","19.1"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003673","의순초등학교","02","공립","N","","2","49","24.5","4","86","21.5","4","105","26.3","4","90","22.5","4","102","25.5","5","107","21.4","2","8","4","0","0","0","25","547","21.9","30","18.2"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003674","의정부부용초등학교","02","공립","N","","4","77","19.3","4","78","19.5","4","105","26.3","4","100","25","5","116","23.2","5","112","22.4","2","11","5.5","0","0","0","28","599","21.4","36","16.6"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003675","의정부서초등학교","02","공립","N","","3","69","23","3","75","25","4","81","20.3","3","65","21.7","3","62","20.7","5","106","21.2","2","10","5","0","0","0","23","468","20.3","28","16.7"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003676","의정부신곡초등학교","02","공립","N","","4","89","22.3","4","101","25.3","5","106","21.2","4","103","25.8","5","108","21.6","5","111","22.2","1","6","6","0","0","0","28","624","22.3","33","18.9"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003677","의정부용현초등학교","02","공립","N","","3","73","24.3","4","79","19.8","5","107","21.4","4","95","23.8","3","69","23","5","106","21.2","2","11","5.5","0","0","0","26","540","20.8","32","16.9"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003678","의정부장암초등학교","02","공립","N","","2","26","13","2","23","11.5","2","36","18","2","29","14.5","2","18","9","2","37","18.5","3","18","6","0","0","0","15","187","12.5","20","9.4"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003679","의정부중앙초등학교","02","공립","N","","2","43","21.5","2","53","26.5","3","73","24.3","2","38","19","2","49","24.5","3","67","22.3","2","7","3.5","2","10","5","18","340","18.9","21","16.2"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003680","의정부청룡초등학교","02","공립","N","","2","34","17","2","36","18","3","58","19.3","3","61","20.3","3","77","25.7","4","82","20.5","0","0","0","0","0","0","17","348","20.5","21","16.6"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003681","의정부초등학교","02","공립","N","","2","29","14.5","2","37","18.5","2","34","17","3","60","20","2","47","23.5","2","39","19.5","1","4","4","0","0","0","14","250","17.9","17","14.7"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003682","의정부호동초등학교","02","공립","N","","6","131","21.8","7","160","22.9","7","184","26.3","8","191","23.9","8","187","23.4","9","216","24","2","10","5","0","0","0","47","1079","23","58","18.6"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003685","호암초등학교","02","공립","N","","4","81","20.3","4","84","21","5","108","21.6","4","97","24.3","4","106","26.5","5","114","22.8","2","10","5","0","0","0","28","600","21.4","35","17.1"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003686","회룡초등학교","02","공립","N","","3","70","23.3","3","60","20","4","82","20.5","4","87","21.8","4","85","21.3","5","111","22.2","1","6","6","0","0","0","24","501","20.9","29","17.3"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003758","나래초등학교","02","공립","N","","1","11","11","1","20","20","1","24","24","1","18","18","2","18","9","1","16","16","0","0","0","0","0","0","7","107","15.3","8","13.4"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003760","대서초등학교","02","공립","N","","1","7","7","1","4","4","1","7","7","1","7","7","1","7","7","1","14","14","0","0","0","0","0","0","6","46","7.7","7","6.6"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003762","대월초등학교","02","공립","N","","2","26","13","1","17","17","1","14","14","1","25","25","1","17","17","1","25","25","1","5","5","0","0","0","8","129","16.1","11","11.7"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003763","도암초등학교","02","공립","N","","2","42","21","3","52","17.3","3","62","20.7","3","63","21","3","52","17.3","3","55","18.3","2","7","3.5","0","0","0","19","333","17.5","22","15.1"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003764","도지초등학교","02","공립","N","","2","44","22","2","36","18","2","50","25","2","46","23","3","55","18.3","3","55","18.3","1","7","7","0","0","0","15","293","19.5","18","16.3"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003766","마장초등학교","02","공립","N","","5","125","25","7","164","23.4","6","149","24.8","7","164","23.4","5","130","26","6","139","23.2","1","5","5","0","0","0","37","876","23.7","46","19"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003772","백사초등학교","02","공립","N","","1","15","15","1","21","21","1","25","25","1","21","21","1","20","20","2","32","16","1","4","4","0","0","0","8","138","17.3","10","13.8"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003774","부발초등학교","02","공립","N","","2","50","25","3","56","18.7","3","63","21","3","67","22.3","3","61","20.3","4","93","23.3","2","9","4.5","1","2","2","21","401","19.1","26","15.4"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003776","설봉초등학교","02","공립","N","","6","143","23.8","6","147","24.5","7","175","25","7","163","23.3","8","189","23.6","8","193","24.1","2","14","7","0","0","0","44","1024","23.3","54","19"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003777","설성초등학교","02","공립","N","","1","5","5","1","4","4","1","7","7","0","0","0","1","3","3","1","5","5","0","0","0","0","0","0","5","24","4.8","7","3.4"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003778","송곡초등학교","02","공립","N","","1","7","7","1","4","4","1","9","9","1","7","7","1","5","5","1","9","9","1","5","5","0","0","0","7","46","6.6","8","5.8"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003779","신둔초등학교","02","공립","N","","2","43","21.5","2","49","24.5","3","51","17","2","43","21.5","3","63","21","2","49","24.5","2","14","7","0","0","0","16","312","19.5","22","14.2"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003780","신하초등학교","02","공립","N","","4","85","21.3","4","93","23.3","5","108","21.6","4","102","25.5","5","119","23.8","6","143","23.8","2","11","5.5","0","0","0","30","661","22","35","18.9"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003781","아미초등학교","02","공립","N","","5","109","21.8","6","138","23","6","145","24.2","7","159","22.7","6","151","25.2","8","202","25.3","2","12","6","0","0","0","40","916","22.9","48","19.1"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003782","안흥초등학교","02","공립","N","","6","133","22.2","6","151","25.2","7","156","22.3","7","159","22.7","6","153","25.5","6","150","25","2","13","6.5","0","0","0","40","915","22.9","48","19.1"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003784","율면초등학교","02","공립","N","","0","0","0","1","4","4","0","0","0","1","8","8","0","0","0","1","5","5","1","1","1","0","0","0","4","18","4.5","5","3.6"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003786","이천가산초등학교","02","공립","N","","1","18","18","1","18","18","2","33","16.5","1","21","21","2","33","16.5","2","30","15","2","12","6","0","0","0","11","165","15","14","11.8"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003787","이천남초등학교","02","공립","N","","3","66","22","3","67","22.3","3","66","22","4","84","21","3","74","24.7","4","89","22.3","3","19","6.3","0","0","0","23","465","20.2","30","15.5"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003788","이천단월초등학교","02","공립","N","","1","15","15","1","17","17","1","14","14","1","14","14","1","10","10","1","22","22","1","3","3","0","0","0","7","95","13.6","8","11.9"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003789","이천매곡초등학교","02","공립","N","","1","9","9","1","11","11","1","9","9","1","7","7","1","7","7","1","5","5","0","0","0","0","0","0","6","48","8","7","6.9"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003790","이천송정초등학교","02","공립","N","","7","178","25.4","8","197","24.6","8","202","25.3","7","169","24.1","7","174","24.9","9","223","24.8","1","7","7","0","0","0","47","1150","24.5","57","20.2"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003791","이천초등학교","02","공립","N","","5","122","24.4","6","128","21.3","5","110","22","6","139","23.2","5","108","21.6","5","107","21.4","3","18","6","0","0","0","35","732","20.9","42","17.4"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003792","이황초등학교","02","공립","N","","1","12","12","1","10","10","1","9","9","1","4","4","1","5","5","1","4","4","0","0","0","0","0","0","6","44","7.3","7","6.3"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003793","장천초등학교","02","공립","N","","1","8","8","1","6","6","1","9","9","1","8","8","1","9","9","1","11","11","0","0","0","0","0","0","6","51","8.5","7","7.3"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003794","장호원초등학교","02","공립","N","","3","56","18.7","3","66","22","4","81","20.3","3","79","26.3","3","67","22.3","4","87","21.8","1","7","7","0","0","0","21","443","21.1","26","17"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003795","진가초등학교","02","공립","N","","1","8","8","1","8","8","1","12","12","1","8","8","1","14","14","1","11","11","1","3","3","0","0","0","7","64","9.1","8","8"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003798","표교초등학교","02","공립","N","","1","4","4","1","9","9","1","10","10","1","12","12","1","7","7","1","12","12","0","0","0","0","0","0","6","54","9","9","6"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003799","한내초등학교","02","공립","N","","4","80","20","5","122","24.4","5","123","24.6","5","114","22.8","5","114","22.8","5","117","23.4","2","11","5.5","0","0","0","31","681","22","37","18.4"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003800","호법초등학교","02","공립","N","","1","18","18","1","16","16","2","31","15.5","1","13","13","1","19","19","1","23","23","1","2","2","0","0","0","8","122","15.3","10","12.2"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003876","갈현초등학교","02","공립","N","","1","6","6","1","6","6","1","9","9","1","13","13","1","9","9","1","12","12","1","6","6","0","0","0","7","61","8.7","8","7.6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003877","검산초등학교","02","공립","N","","2","42","21","2","41","20.5","2","49","24.5","3","67","22.3","3","59","19.7","3","71","23.7","1","4","4","0","0","0","16","333","20.8","21","15.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003878","교하초등학교","02","공립","N","","1","11","11","1","6","6","1","14","14","1","6","6","1","15","15","1","11","11","1","3","3","0","0","0","7","66","9.4","9","7.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003879","군내초등학교","02","공립","N","","1","11","11","1","8","8","1","2","2","1","5","5","1","5","5","1","5","5","1","3","3","0","0","0","7","39","5.6","8","4.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003881","금신초등학교","02","공립","N","","3","54","18","3","56","18.7","3","69","23","3","64","21.3","4","89","22.3","4","86","21.5","2","10","5","0","0","0","22","428","19.5","27","15.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003882","금촌초등학교","02","공립","N","","2","36","18","3","60","20","2","39","19.5","2","49","24.5","3","54","18","3","65","21.7","2","12","6","1","3","3","18","318","17.7","22","14.5"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003883","능안초등학교","02","공립","N","","1","16","16","1","12","12","1","15","15","2","26","13","1","19","19","1","16","16","1","4","4","0","0","0","8","108","13.5","11","9.8"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003884","대성동초등학교","02","공립","N","","1","5","5","1","5","5","1","5","5","1","5","5","1","5","5","1","4","4","0","0","0","0","0","0","6","29","4.8","7","4.1"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003885","덕암초등학교","02","공립","N","","1","2","2","1","7","7","1","5","5","1","9","9","1","7","7","1","8","8","1","3","3","0","0","0","7","41","5.9","9","4.6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003886","마정초등학교","02","공립","N","","1","8","8","1","18","18","1","6","6","1","8","8","1","16","16","1","6","6","1","5","5","0","0","0","7","67","9.6","9","7.4"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003887","마지초등학교","02","공립","N","","1","18","18","2","31","15.5","2","24","12","1","24","24","1","20","20","2","31","15.5","1","3","3","0","0","0","10","151","15.1","13","11.6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003888","도마산초등학교","02","공립","N","","1","6","6","1","7","7","1","11","11","1","4","4","1","4","4","1","7","7","0","0","0","0","0","0","6","39","6.5","8","4.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003889","문산동초등학교","02","공립","N","","4","94","23.5","3","72","24","5","131","26.2","4","108","27","4","98","24.5","6","140","23.3","1","6","6","0","0","0","27","649","24","31","20.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003890","문산초등학교","02","공립","N","","4","93","23.3","4","86","21.5","5","111","22.2","4","92","23","4","102","25.5","5","133","26.6","1","6","6","0","0","0","27","623","23.1","32","19.5"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003892","봉일천초등학교","02","공립","N","","4","86","21.5","4","83","20.8","5","112","22.4","4","104","26","4","97","24.3","5","116","23.2","1","1","1","0","0","0","27","599","22.2","33","18.2"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003893","삼성초등학교","02","공립","N","","1","11","11","1","5","5","1","8","8","1","9","9","1","5","5","1","9","9","0","0","0","0","0","0","6","47","7.8","7","6.7"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003894","신산초등학교","02","공립","N","","1","26","26","1","25","25","2","28","14","2","34","17","2","35","17.5","2","35","17.5","1","4","4","0","0","0","11","187","17","15","12.5"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003896","심학초등학교","02","공립","N","","1","5","5","1","26","26","1","16","16","1","14","14","1","19","19","1","21","21","0","0","0","0","0","0","6","101","16.8","8","12.6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003897","연풍초등학교","02","공립","N","","2","29","14.5","1","19","19","1","16","16","1","19","19","1","22","22","2","26","13","1","6","6","0","0","0","9","137","15.2","13","10.5"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003898","영도초등학교","02","공립","N","","1","3","3","1","8","8","1","5","5","1","7","7","1","9","9","1","12","12","0","0","0","0","0","0","6","44","7.3","7","6.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003900","용미초등학교","02","공립","N","","1","8","8","1","7","7","1","10","10","1","6","6","1","8","8","1","6","6","1","3","3","0","0","0","7","48","6.9","8","6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003901","용연초등학교","02","공립","N","","1","9","9","1","10","10","1","5","5","1","9","9","1","7","7","1","5","5","0","0","0","0","0","0","6","45","7.5","8","5.6"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003903","웅담초등학교","02","공립","N","","1","8","8","1","8","8","1","7","7","1","4","4","1","4","4","1","9","9","1","2","2","0","0","0","7","42","6","8","5.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003904","월롱초등학교","02","공립","N","","1","17","17","1","2","2","1","14","14","1","7","7","1","12","12","1","7","7","0","0","0","0","0","0","6","59","9.8","6","9.8"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003905","장파초등학교","02","공립","N","","1","8","8","1","8","8","1","7","7","1","6","6","1","6","6","1","5","5","1","2","2","0","0","0","7","42","6","10","4.2"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003906","적서초등학교","02","공립","N","","1","7","7","1","6","6","1","9","9","1","8","8","1","5","5","1","9","9","0","0","0","0","0","0","6","44","7.3","9","4.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003908","적암초등학교","02","공립","N","","0","0","0","1","3","3","0","0","0","1","9","9","0","0","0","1","6","6","1","1","1","0","0","0","4","19","4.8","7","2.7"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003909","지산초등학교","02","공립","N","","10","228","22.8","8","209","26.1","10","247","24.7","9","218","24.2","9","209","23.2","9","216","24","2","13","6.5","0","0","0","57","1340","23.5","68","19.7"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003911","천현초등학교","02","공립","N","","1","20","20","1","17","17","2","24","12","2","29","14.5","2","40","20","2","30","15","2","10","5","0","0","0","12","170","14.2","15","11.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003913","청석초등학교","02","공립","N","","3","63","21","4","92","23","4","91","22.8","5","113","22.6","4","103","25.8","5","118","23.6","2","8","4","0","0","0","27","588","21.8","33","17.8"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003914","청암초등학교","02","공립","N","","9","247","27.4","9","228","25.3","9","239","26.6","9","249","27.7","7","192","27.4","9","227","25.2","2","11","5.5","0","0","0","54","1393","25.8","66","21.1"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003915","탄현초등학교","02","공립","N","","1","4","4","1","11","11","1","7","7","1","13","13","1","3","3","1","9","9","1","4","4","0","0","0","7","51","7.3","8","6.4"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003916","통일초등학교","02","공립","N","","2","34","17","2","46","23","3","51","17","2","50","25","2","47","23.5","2","47","23.5","2","8","4","0","0","0","15","283","18.9","19","14.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003917","파양초등학교","02","공립","N","","1","16","16","1","8","8","1","11","11","1","15","15","1","14","14","1","20","20","1","6","6","0","0","0","7","90","12.9","9","10"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003919","파주대원초등학교","02","공립","N","","3","64","21.3","3","61","20.3","3","72","24","3","60","20","3","67","22.3","3","71","23.7","1","3","3","0","0","0","19","398","20.9","23","17.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003920","파주송화초등학교","02","공립","N","","3","60","20","4","93","23.3","5","115","23","5","110","22","4","87","21.8","5","118","23.6","2","10","5","0","0","0","28","593","21.2","33","18"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003921","파주와동초등학교","02","공립","N","","4","89","22.3","4","101","25.3","5","122","24.4","5","123","24.6","6","151","25.2","7","158","22.6","2","13","6.5","0","0","0","33","757","22.9","42","18"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003922","파주초등학교","02","공립","N","","1","9","9","1","21","21","2","26","13","1","16","16","1","20","20","1","16","16","1","3","3","0","0","0","8","111","13.9","12","9.3"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003923","파평초등학교","02","공립","N","","1","10","10","1","13","13","1","13","13","1","9","9","1","16","16","1","15","15","0","0","0","0","0","0","6","76","12.7","7","10.9"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004009","가사초등학교","02","공립","N","","1","8","8","1","12","12","1","8","8","1","13","13","1","9","9","1","12","12","0","0","0","0","0","0","6","62","10.3","7","8.9"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004010","갈곶초등학교","02","공립","N","","1","14","14","1","19","19","1","21","21","1","23","23","1","23","23","2","31","15.5","2","7","3.5","0","0","0","9","138","15.3","12","11.5"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004011","계성초등학교","02","공립","N","","1","8","8","1","4","4","1","8","8","1","5","5","1","7","7","1","16","16","1","1","1","0","0","0","7","49","7","9","5.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004013","고덕초등학교","02","공립","N","","11","294","26.7","11","293","26.6","10","280","28","8","222","27.8","6","167","27.8","6","175","29.2","2","14","7","0","0","0","54","1445","26.8","64","22.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004015","군문초등학교","02","공립","N","","1","26","26","2","30","15","1","24","24","2","34","17","2","32","16","2","43","21.5","2","7","3.5","0","0","0","12","196","16.3","14","14"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004017","내기초등학교","02","공립","N","","1","23","23","2","41","20.5","2","41","20.5","2","38","19","2","41","20.5","2","48","24","1","3","3","0","0","0","12","235","19.6","14","16.8"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004022","덕동초등학교","02","공립","N","","4","88","22","4","95","23.8","5","102","20.4","4","97","24.3","4","101","25.3","5","123","24.6","2","12","6","0","0","0","28","618","22.1","36","17.2"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004023","동삭초등학교","02","공립","N","","5","123","24.6","7","147","21","4","79","19.8","3","73","24.3","4","88","22","4","92","23","2","12","6","1","2","2","30","616","20.5","36","17.1"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004024","복창초등학교","02","공립","N","","1","25","25","2","35","17.5","2","33","16.5","2","29","14.5","2","24","12","2","38","19","1","5","5","1","1","1","13","190","14.6","17","11.2"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004025","부용초등학교","02","공립","N","","3","53","17.7","2","49","24.5","2","49","24.5","3","64","21.3","3","55","18.3","3","54","18","3","14","4.7","0","0","0","19","338","17.8","24","14.1"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004027","비전초등학교","02","공립","N","","2","34","17","2","40","20","2","46","23","2","42","21","2","49","24.5","2","48","24","1","6","6","0","0","0","13","265","20.4","16","16.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004029","삼덕초등학교","02","공립","N","","1","7","7","1","11","11","1","11","11","1","12","12","1","13","13","1","5","5","1","6","6","0","0","0","7","65","9.3","8","8.1"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004030","서정리초등학교","02","공립","N","","1","21","21","2","30","15","2","28","14","2","24","12","1","27","27","2","36","18","2","11","5.5","0","0","0","12","177","14.8","14","12.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004031","서탄초등학교","02","공립","N","","1","9","9","1","8","8","1","7","7","1","9","9","1","7","7","1","10","10","1","3","3","0","0","0","7","53","7.6","8","6.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004033","서탄초등학교내수분교장","02","공립","N","","0","0","0","1","4","4","0","0","0","1","5","5","0","0","0","0","0","0","0","0","0","0","0","0","2","9","4.5","2","4.5"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004035","세교초등학교","02","공립","N","","5","106","21.2","4","101","25.3","5","110","22","5","108","21.6","5","122","24.4","6","136","22.7","2","14","7","0","0","0","32","697","21.8","40","17.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004036","소사벌초등학교","02","공립","N","","4","79","19.8","5","109","21.8","4","102","25.5","5","110","22","5","122","24.4","5","109","21.8","2","13","6.5","0","0","0","30","644","21.5","37","17.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004037","송북초등학교","02","공립","N","","5","118","23.6","5","106","21.2","6","131","21.8","5","105","21","6","134","22.3","6","151","25.2","2","12","6","0","0","0","35","757","21.6","42","18"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004038","송신초등학교","02","공립","N","","3","56","18.7","3","45","15","3","58","19.3","3","46","15.3","3","52","17.3","4","75","18.8","2","8","4","0","0","0","21","340","16.2","28","12.1"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004039","송일초등학교","02","공립","N","","2","24","12","2","31","15.5","2","27","13.5","2","28","14","1","25","25","2","40","20","2","10","5","0","0","0","13","185","14.2","16","11.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004040","송탄초등학교","02","공립","N","","1","9","9","1","16","16","1","21","21","1","22","22","1","19","19","2","24","12","1","6","6","0","0","0","8","117","14.6","11","10.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004042","안중초등학교","02","공립","N","","2","39","19.5","3","47","15.7","2","30","15","3","48","16","3","45","15","3","62","20.7","2","10","5","0","0","0","18","281","15.6","21","13.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004043","어연초등학교","02","공립","N","","1","7","7","1","12","12","1","7","7","1","4","4","1","6","6","1","9","9","1","2","2","0","0","0","7","47","6.7","8","5.9"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004044","오성초등학교","02","공립","N","","1","15","15","1","18","18","2","28","14","2","29","14.5","2","33","16.5","2","31","15.5","1","3","3","0","0","0","11","157","14.3","14","11.2"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004045","원정초등학교","02","공립","N","","2","53","26.5","2","50","25","3","58","19.3","2","43","21.5","2","50","25","3","60","20","1","3","3","0","0","0","15","317","21.1","18","17.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004046","이충초등학교","02","공립","N","","3","63","21","3","63","21","4","92","23","3","72","24","4","96","24","4","89","22.3","1","7","7","0","0","0","22","482","21.9","26","18.5"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004047","종덕초등학교","02","공립","N","","10","260","26","9","279","31","8","226","28.3","8","258","32.3","6","189","31.5","7","192","27.4","1","8","8","0","0","0","49","1412","28.8","60","23.5"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004049","죽백초등학교","02","공립","N","","2","27","13.5","2","30","15","2","37","18.5","2","28","14","2","33","16.5","2","38","19","1","7","7","0","0","0","13","200","15.4","17","11.8"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004052","지장초등학교","02","공립","N","","3","60","20","3","63","21","3","65","21.7","4","81","20.3","4","81","20.3","4","88","22","3","18","6","0","0","0","24","456","19","29","15.7"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004053","진위초등학교","02","공립","N","","1","24","24","1","13","13","1","18","18","1","19","19","1","21","21","2","28","14","1","3","3","0","0","0","8","126","15.8","10","12.6"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004054","진위초등학교산대분교장","02","공립","N","","0","0","0","1","3","3","1","2","2","1","2","2","0","0","0","1","2","2","1","2","2","0","0","0","5","11","2.2","6","1.8"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004055","창신초등학교","02","공립","N","","1","8","8","1","3","3","1","6","6","1","8","8","1","7","7","1","9","9","0","0","0","0","0","0","6","41","6.8","8","5.1"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004056","청북초등학교","02","공립","N","","1","5","5","1","12","12","1","7","7","1","10","10","1","5","5","1","6","6","0","0","0","0","0","0","6","45","7.5","7","6.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004057","팽성초등학교","02","공립","N","","1","20","20","1","11","11","1","23","23","1","8","8","1","14","14","1","17","17","1","6","6","0","0","0","7","99","14.1","8","12.4"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004058","평일초등학교","02","공립","N","","2","48","24","3","67","22.3","3","69","23","3","67","22.3","4","99","24.8","4","87","21.8","2","10","5","0","0","0","21","447","21.3","25","17.9"
