"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001979","부천중원초등학교","02","공립","N","","2","32","16","2","35","17.5","1","20","20","2","32","16","1","25","25","2","44","22","0","0","0","0","0","0","10","188","18.8","12","15.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001980","부천초등학교","02","공립","N","","3","77","25.7","3","79","26.3","4","89","22.3","4","98","24.5","4","92","23","3","79","26.3","1","6","6","0","0","0","22","520","23.6","26","20"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001987","상도초등학교","02","공립","N","","2","37","18.5","4","75","18.8","3","65","21.7","2","48","24","3","77","25.7","3","57","19","1","6","6","0","0","0","18","365","20.3","23","15.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001988","상동초등학교","02","공립","N","","5","125","25","5","126","25.2","6","157","26.2","6","148","24.7","5","132","26.4","5","115","23","2","14","7","0","0","0","34","817","24","41","19.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001989","상원초등학교","02","공립","N","","2","43","21.5","2","47","23.5","3","68","22.7","3","69","23","3","61","20.3","3","67","22.3","2","14","7","0","0","0","18","369","20.5","23","16"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001990","상인초등학교","02","공립","N","","5","117","23.4","6","141","23.5","6","150","25","6","158","26.3","7","165","23.6","7","180","25.7","2","7","3.5","0","0","0","39","918","23.5","46","20"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001991","상일초등학교","02","공립","N","","6","135","22.5","6","155","25.8","7","169","24.1","8","210","26.3","7","175","25","9","225","25","1","3","3","0","0","0","44","1072","24.4","56","19.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001992","상지초등학교","02","공립","N","","2","35","17.5","2","36","18","2","41","20.5","2","42","21","2","43","21.5","3","62","20.7","1","3","3","0","0","0","14","262","18.7","17","15.4"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002001","성주초등학교","02","공립","N","","4","91","22.8","4","99","24.8","4","98","24.5","4","94","23.5","4","98","24.5","4","101","25.3","1","7","7","0","0","0","25","588","23.5","32","18.4"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002002","소사초등학교","02","공립","N","","6","144","24","6","142","23.7","5","129","25.8","4","100","25","5","129","25.8","5","109","21.8","3","20","6.7","0","0","0","34","773","22.7","41","18.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002003","송내초등학교","02","공립","N","","1","18","18","1","17","17","1","22","22","1","21","21","2","26","13","2","46","23","1","7","7","0","0","0","9","157","17.4","12","13.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002007","신도초등학교","02","공립","N","","4","93","23.3","4","104","26","4","97","24.3","5","119","23.8","4","100","25","4","91","22.8","2","9","4.5","0","0","0","27","613","22.7","34","18"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002011","소일초등학교","02","공립","N","","2","41","20.5","2","43","21.5","2","51","25.5","2","47","23.5","3","57","19","2","50","25","1","4","4","0","0","0","14","293","20.9","18","16.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002015","심곡초등학교","02","공립","N","","4","80","20","4","92","23","4","89","22.3","4","78","19.5","3","76","25.3","4","87","21.8","2","14","7","0","0","0","25","516","20.6","31","16.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002016","심원초등학교","02","공립","N","","4","107","26.8","6","135","22.5","4","101","25.3","5","116","23.2","5","132","26.4","5","125","25","1","7","7","0","0","0","30","723","24.1","38","19"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002017","약대초등학교","02","공립","N","","2","29","14.5","2","26","13","2","36","18","2","34","17","2","37","18.5","2","46","23","1","7","7","0","0","0","13","215","16.5","19","11.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090002022","오정초등학교","02","공립","N","","3","48","16","3","65","21.7","3","72","24","4","85","21.3","4","82","20.5","4","89","22.3","2","14","7","0","0","0","23","455","19.8","30","15.2"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002026","원미초등학교","02","공립","N","","4","94","23.5","5","107","21.4","4","84","21","5","111","22.2","5","94","18.8","4","99","24.8","2","13","6.5","0","0","0","29","602","20.8","36","16.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090002027","원종초등학교","02","공립","N","","3","57","19","4","75","18.8","4","91","22.8","4","91","22.8","4","81","20.3","5","110","22","2","14","7","0","0","0","26","519","20","32","16.2"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002038","중흥초등학교","02","공립","N","","5","132","26.4","5","110","22","5","125","25","6","135","22.5","6","132","22","6","144","24","1","6","6","0","0","0","34","784","23.1","42","18.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002039","창영초등학교","02","공립","N","","4","86","21.5","4","86","21.5","4","91","22.8","3","63","21","5","121","24.2","5","107","21.4","2","11","5.5","0","0","0","27","565","20.9","33","17.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002210","검단초등학교","02","공립","N","","3","50","16.7","3","75","25","3","63","21","3","66","22","3","65","21.7","3","78","26","3","16","5.3","0","0","0","21","413","19.7","25","16.5"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002211","구미초등학교","02","공립","N","","4","80","20","3","77","25.7","4","102","25.5","4","98","24.5","4","93","23.3","4","85","21.3","1","5","5","0","0","0","24","540","22.5","29","18.6"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002214","금빛초등학교","02","공립","N","","2","26","13","2","32","16","2","45","22.5","2","42","21","3","58","19.3","2","49","24.5","2","7","3.5","0","0","0","15","259","17.3","19","13.6"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002215","금상초등학교","02","공립","N","","5","121","24.2","6","130","21.7","4","98","24.5","4","88","22","3","75","25","3","71","23.7","1","9","9","0","0","0","26","592","22.8","33","17.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002216","낙생초등학교","02","공립","N","","7","171","24.4","6","155","25.8","8","185","23.1","7","167","23.9","8","205","25.6","9","221","24.6","3","19","6.3","0","0","0","48","1123","23.4","57","19.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002217","내정초등학교","02","공립","N","","5","132","26.4","6","160","26.7","7","192","27.4","8","207","25.9","8","215","26.9","10","244","24.4","0","0","0","0","0","0","44","1150","26.1","53","21.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002218","단남초등학교","02","공립","N","","4","86","21.5","4","93","23.3","4","85","21.3","3","70","23.3","3","59","19.7","3","61","20.3","2","13","6.5","0","0","0","23","467","20.3","28","16.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002219","단대초등학교","02","공립","N","","4","92","23","5","102","20.4","5","115","23","5","107","21.4","4","94","23.5","7","156","22.3","3","18","6","0","0","0","33","684","20.7","40","17.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002221","당촌초등학교","02","공립","N","","4","85","21.3","4","104","26","6","141","23.5","5","134","26.8","5","132","26.4","6","147","24.5","0","0","0","0","0","0","30","743","24.8","39","19.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002223","대일초등학교","02","공립","N","","2","27","13.5","2","31","15.5","3","50","16.7","2","46","23","2","43","21.5","3","50","16.7","2","10","5","0","0","0","16","257","16.1","20","12.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002224","대하초등학교","02","공립","N","","3","59","19.7","4","83","20.8","4","78","19.5","4","95","23.8","4","97","24.3","6","133","22.2","1","7","7","0","0","0","26","552","21.2","33","16.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002225","돌마초등학교","02","공립","N","","3","66","22","3","66","22","4","79","19.8","3","74","24.7","3","70","23.3","3","68","22.7","1","8","8","0","0","0","20","431","21.6","25","17.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002227","백현초등학교","02","공립","N","","1","6","6","1","7","7","1","18","18","1","10","10","1","15","15","1","17","17","1","4","4","0","0","0","7","77","11","9","8.6"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002228","복정초등학교","02","공립","N","","2","33","16.5","2","40","20","2","41","20.5","2","44","22","2","36","18","2","33","16.5","1","6","6","0","0","0","13","233","17.9","17","13.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002229","분당초등학교","02","공립","N","","4","97","24.3","4","108","27","6","153","25.5","6","150","25","7","174","24.9","8","192","24","1","5","5","0","0","0","36","879","24.4","44","20"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002230","불곡초등학교","02","공립","N","","3","53","17.7","3","82","27.3","3","76","25.3","4","83","20.8","4","100","25","4","87","21.8","1","6","6","0","0","0","22","487","22.1","28","17.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002231","불정초등학교","02","공립","N","","3","79","26.3","5","116","23.2","6","133","22.2","5","132","26.4","5","128","25.6","6","133","22.2","0","0","0","0","0","0","30","721","24","38","19"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002232","상대원초등학교","02","공립","N","","1","20","20","1","20","20","2","33","16.5","1","19","19","2","33","16.5","2","29","14.5","2","9","4.5","0","0","0","11","163","14.8","14","11.6"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002234","상원초등학교","02","공립","N","","2","44","22","2","41","20.5","3","55","18.3","3","52","17.3","3","62","20.7","4","76","19","2","12","6","0","0","0","19","342","18","22","15.5"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002235","상탑초등학교","02","공립","N","","3","52","17.3","2","45","22.5","3","64","21.3","3","51","17","3","64","21.3","3","60","20","2","13","6.5","0","0","0","19","349","18.4","24","14.5"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002236","서당초등학교","02","공립","N","","4","88","22","5","130","26","5","124","24.8","5","127","25.4","6","147","24.5","6","151","25.2","0","0","0","0","0","0","31","767","24.7","38","20.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002237","서현초등학교","02","공립","N","","5","129","25.8","5","111","22.2","6","160","26.7","7","172","24.6","7","171","24.4","8","207","25.9","0","0","0","0","0","0","38","950","25","47","20.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002238","성남동초등학교","02","공립","N","","2","44","22","3","66","22","3","50","16.7","3","53","17.7","3","70","23.3","3","61","20.3","2","9","4.5","0","0","0","19","353","18.6","23","15.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002239","성남매송초등학교","02","공립","N","","4","89","22.3","4","107","26.8","6","137","22.8","5","112","22.4","5","128","25.6","6","156","26","0","0","0","0","0","0","30","729","24.3","37","19.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002240","성남미금초등학교","02","공립","N","","4","83","20.8","4","87","21.8","5","107","21.4","5","129","25.8","5","117","23.4","5","126","25.2","1","7","7","0","0","0","29","656","22.6","37","17.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002241","성남북초등학교","02","공립","N","","2","34","17","2","31","15.5","1","21","21","1","21","21","1","16","16","2","23","11.5","1","6","6","0","0","0","10","152","15.2","14","10.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002242","성남서초등학교","02","공립","N","","2","33","16.5","2","37","18.5","2","32","16","2","24","12","1","17","17","2","27","13.5","1","4","4","0","0","0","12","174","14.5","14","12.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002243","성남신기초등학교","02","공립","N","","3","58","19.3","3","71","23.7","3","65","21.7","3","71","23.7","3","68","22.7","4","97","24.3","1","6","6","0","0","0","20","436","21.8","24","18.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002244","성남신흥초등학교","02","공립","N","","4","95","23.8","5","115","23","5","111","22.2","4","83","20.8","3","72","24","3","67","22.3","0","0","0","0","0","0","24","543","22.6","30","18.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002245","성남은행초등학교","02","공립","N","","3","57","19","2","51","25.5","3","67","22.3","3","61","20.3","3","68","22.7","3","65","21.7","2","8","4","0","0","0","19","377","19.8","24","15.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002246","성남장안초등학교","02","공립","N","","3","68","22.7","4","79","19.8","4","101","25.3","3","70","23.3","4","76","19","4","92","23","2","11","5.5","0","0","0","24","497","20.7","29","17.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002247","성남제일초등학교","02","공립","N","","5","120","24","4","91","22.8","4","100","25","4","100","25","4","81","20.3","4","85","21.3","1","6","6","0","0","0","26","583","22.4","33","17.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002248","성남수정초등학교","02","공립","N","","2","46","23","2","44","22","3","54","18","3","68","22.7","3","65","21.7","5","86","17.2","2","11","5.5","0","0","0","20","374","18.7","25","15"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002249","성남중앙초등학교","02","공립","N","","2","43","21.5","3","72","24","4","79","19.8","3","76","25.3","4","95","23.8","4","88","22","2","9","4.5","0","0","0","22","462","21","27","17.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002250","성남초등학교","02","공립","N","","3","71","23.7","3","72","24","5","106","21.2","5","104","20.8","5","110","22","6","139","23.2","3","19","6.3","0","0","0","30","621","20.7","39","15.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002251","성수초등학교","02","공립","N","","3","60","20","3","65","21.7","4","78","19.5","3","65","21.7","3","66","22","3","72","24","1","5","5","0","0","0","20","411","20.6","26","15.8"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002252","수내초등학교","02","공립","N","","5","118","23.6","5","121","24.2","6","160","26.7","7","184","26.3","10","251","25.1","9","212","23.6","0","0","0","0","0","0","42","1046","24.9","51","20.5"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002253","수진초등학교","02","공립","N","","3","58","19.3","3","67","22.3","3","69","23","5","104","20.8","4","102","25.5","5","125","25","3","14","4.7","0","0","0","26","539","20.7","33","16.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002256","안말초등학교","02","공립","N","","4","94","23.5","5","105","21","4","100","25","5","108","21.6","4","100","25","4","91","22.8","1","6","6","0","0","0","27","604","22.4","32","18.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002257","야탑초등학교","02","공립","N","","4","99","24.8","5","108","21.6","5","121","24.2","4","101","25.3","4","82","20.5","5","119","23.8","2","11","5.5","0","0","0","29","641","22.1","35","18.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002258","양영초등학교","02","공립","N","","1","20","20","1","16","16","2","33","16.5","2","31","15.5","2","33","16.5","2","28","14","0","0","0","0","0","0","10","161","16.1","12","13.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002259","오리초등학교","02","공립","N","","1","20","20","1","11","11","1","15","15","2","23","11.5","1","19","19","1","21","21","1","4","4","0","0","0","8","113","14.1","10","11.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002260","왕남초등학교","02","공립","N","","6","130","21.7","5","104","20.8","5","126","25.2","4","81","20.3","3","62","20.7","3","67","22.3","1","3","3","0","0","0","27","573","21.2","33","17.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002262","이매초등학교","02","공립","N","","4","88","22","4","92","23","5","112","22.4","5","126","25.2","4","105","26.3","5","131","26.2","0","0","0","0","0","0","27","654","24.2","35","18.7"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002267","중부초등학교","02","공립","N","","3","50","16.7","3","55","18.3","3","64","21.3","3","60","20","3","60","20","4","88","22","1","4","4","0","0","0","20","381","19.1","25","15.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002269","중원초등학교","02","공립","N","","4","81","20.3","3","65","21.7","3","71","23.7","4","80","20","4","93","23.3","4","92","23","2","12","6","0","0","0","24","494","20.6","29","17"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002270","중탑초등학교","02","공립","N","","3","58","19.3","4","81","20.3","3","75","25","4","89","22.3","3","70","23.3","4","83","20.8","1","6","6","1","4","4","23","466","20.3","27","17.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002271","청솔초등학교","02","공립","N","","3","53","17.7","3","53","17.7","2","41","20.5","2","46","23","2","36","18","2","36","18","1","9","9","1","3","3","16","277","17.3","20","13.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002272","초림초등학교","02","공립","N","","5","136","27.2","6","173","28.8","6","178","29.7","7","198","28.3","8","220","27.5","8","244","30.5","0","0","0","0","0","0","40","1149","28.7","49","23.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002273","탄천초등학교","02","공립","N","","3","54","18","3","51","17","3","70","23.3","3","81","27","4","94","23.5","3","70","23.3","1","9","9","0","0","0","20","429","21.5","24","17.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002274","태평초등학교","02","공립","N","","1","22","22","1","24","24","2","31","15.5","1","26","26","2","40","20","2","33","16.5","0","0","0","0","0","0","9","176","19.6","14","12.6"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002275","하원초등학교","02","공립","N","","5","107","21.4","4","82","20.5","4","95","23.8","3","76","25.3","4","78","19.5","4","82","20.5","1","7","7","0","0","0","25","527","21.1","32","16.5"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002276","하탑초등학교","02","공립","N","","4","83","20.8","4","90","22.5","4","97","24.3","5","120","24","5","113","22.6","5","123","24.6","2","10","5","0","0","0","29","636","21.9","35","18.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002277","한솔초등학교","02","공립","N","","2","27","13.5","2","21","10.5","1","7","7","1","11","11","1","21","21","1","13","13","1","6","6","0","0","0","9","106","11.8","12","8.8"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002278","희망대초등학교","02","공립","N","","6","138","23","5","124","24.8","4","104","26","5","113","22.6","4","91","22.8","4","95","23.8","2","13","6.5","0","0","0","30","678","22.6","36","18.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002444","고색초등학교","02","공립","N","","2","40","20","3","71","23.7","3","66","22","3","66","22","3","77","25.7","3","76","25.3","2","10","5","0","0","0","19","406","21.4","22","18.5"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002445","고현초등학교","02","공립","N","","2","27","13.5","1","24","24","1","23","23","1","23","23","1","17","17","2","30","15","1","5","5","0","0","0","9","149","16.6","11","13.5"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002446","곡반초등학교","02","공립","N","","5","113","22.6","6","143","23.8","5","123","24.6","6","154","25.7","5","119","23.8","5","120","24","2","11","5.5","0","0","0","34","783","23","40","19.6"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002447","곡선초등학교","02","공립","N","","5","104","20.8","5","114","22.8","6","144","24","5","114","22.8","4","94","23.5","4","102","25.5","2","11","5.5","0","0","0","31","683","22","41","16.7"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002448","구운초등학교","02","공립","N","","3","59","19.7","3","51","17","3","54","18","3","64","21.3","3","55","18.3","4","88","22","2","10","5","1","3","3","22","384","17.5","27","14.2"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002449","권선초등학교","02","공립","N","","7","170","24.3","7","174","24.9","6","146","24.3","6","142","23.7","5","120","24","6","138","23","2","10","5","0","0","0","39","900","23.1","46","19.6"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002450","남수원초등학교","02","공립","N","","3","63","21","4","86","21.5","4","78","19.5","4","79","19.8","3","72","24","4","82","20.5","3","17","5.7","0","0","0","25","477","19.1","29","16.4"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002451","남창초등학교","02","공립","N","","1","15","15","1","21","21","1","15","15","1","21","21","1","10","10","1","20","20","1","5","5","0","0","0","7","107","15.3","9","11.9"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002452","당수초등학교","02","공립","N","","3","76","25.3","4","99","24.8","4","84","21","4","79","19.8","4","81","20.3","5","108","21.6","1","6","6","0","0","0","25","533","21.3","31","17.2"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002453","대평초등학교","02","공립","N","","2","29","14.5","2","45","22.5","3","64","21.3","3","68","22.7","4","106","26.5","5","109","21.8","1","6","6","0","0","0","20","427","21.4","24","17.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002454","동수원초등학교","02","공립","N","","2","37","18.5","2","40","20","3","55","18.3","3","58","19.3","3","61","20.3","4","78","19.5","1","3","3","0","0","0","18","332","18.4","21","15.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002455","수원동신초등학교","02","공립","N","","3","61","20.3","3","74","24.7","3","71","23.7","4","84","21","4","96","24","4","107","26.8","0","0","0","0","0","0","21","493","23.5","25","19.7"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002456","매산초등학교","02","공립","N","","6","145","24.2","5","119","23.8","4","104","26","4","97","24.3","3","71","23.7","3","66","22","1","6","6","1","3","3","27","611","22.6","33","18.5"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002457","매원초등학교","02","공립","N","","7","171","24.4","8","192","24","9","235","26.1","8","208","26","8","205","25.6","10","268","26.8","2","15","7.5","0","0","0","52","1294","24.9","64","20.2"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002458","매탄초등학교","02","공립","N","","6","135","22.5","7","178","25.4","8","203","25.4","9","212","23.6","9","221","24.6","9","219","24.3","1","4","4","0","0","0","49","1172","23.9","59","19.9"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002459","매현초등학교","02","공립","N","","2","39","19.5","2","52","26","2","53","26.5","3","52","17.3","3","60","20","3","68","22.7","1","2","2","1","3","3","17","329","19.4","19","17.3"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002460","명당초등학교","02","공립","N","","1","20","20","2","29","14.5","2","42","21","2","45","22.5","2","53","26.5","2","51","25.5","0","0","0","0","0","0","11","240","21.8","14","17.1"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002461","명인초등학교","02","공립","N","","3","67","22.3","4","85","21.3","4","102","25.5","4","106","26.5","5","116","23.2","5","120","24","1","5","5","1","1","1","27","602","22.3","35","17.2"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002462","산남초등학교","02","공립","N","","3","53","17.7","3","54","18","3","61","20.3","3","65","21.7","3","73","24.3","4","95","23.8","2","8","4","0","0","0","21","409","19.5","24","17"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002463","산의초등학교","02","공립","N","","8","190","23.8","8","212","26.5","10","252","25.2","9","230","25.6","9","218","24.2","11","277","25.2","1","10","10","0","0","0","56","1389","24.8","70","19.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002464","상률초등학교","02","공립","N","","3","50","16.7","3","69","23","4","84","21","4","82","20.5","4","75","18.8","4","91","22.8","1","9","9","0","0","0","23","460","20","29","15.9"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002465","상촌초등학교","02","공립","N","","3","56","18.7","4","87","21.8","4","86","21.5","4","98","24.5","5","106","21.2","5","115","23","2","7","3.5","0","0","0","27","555","20.6","33","16.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002466","서호초등학교","02","공립","N","","2","34","17","2","40","20","2","39","19.5","2","38","19","2","43","21.5","2","46","23","2","7","3.5","0","0","0","14","247","17.6","18","13.7"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002467","세곡초등학교","02","공립","N","","2","44","22","2","40","20","2","47","23.5","2","44","22","2","48","24","2","43","21.5","0","0","0","0","0","0","12","266","22.2","18","14.8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002468","세류초등학교","02","공립","N","","6","150","25","7","159","22.7","6","133","22.2","7","164","23.4","5","119","23.8","6","151","25.2","3","19","6.3","0","0","0","40","895","22.4","49","18.3"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002469","소화초등학교","02","사립","N","","3","84","28","3","84","28","3","84","28","3","84","28","3","83","27.7","3","82","27.3","0","0","0","0","0","0","18","501","27.8","26","19.3"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002470","송림초등학교","02","공립","N","","8","214","26.8","9","231","25.7","10","283","28.3","9","248","27.6","7","204","29.1","8","212","26.5","2","10","5","0","0","0","53","1402","26.5","63","22.3"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002471","송원초등학교","02","공립","N","","3","71","23.7","3","69","23","4","81","20.3","3","73","24.3","4","92","23","4","86","21.5","1","6","6","0","0","0","22","478","21.7","28","17.1"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002472","송정초등학교","02","공립","N","","3","63","21","4","83","20.8","4","92","23","4","78","19.5","4","85","21.3","4","97","24.3","2","8","4","0","0","0","25","506","20.2","30","16.9"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002473","송죽초등학교","02","공립","N","","2","33","16.5","3","49","16.3","3","53","17.7","3","64","21.3","3","61","20.3","4","84","21","1","5","5","0","0","0","19","349","18.4","24","14.5"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002474","수성초등학교","02","공립","N","","2","28","14","2","41","20.5","2","49","24.5","2","44","22","3","52","17.3","3","63","21","1","2","2","0","0","0","15","279","18.6","18","15.5"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002475","수원금곡초등학교","02","공립","N","","2","37","18.5","2","40","20","2","35","17.5","2","39","19.5","2","34","17","2","43","21.5","1","3","3","0","0","0","13","231","17.8","16","14.4"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002477","수원선일초등학교","02","공립","N","","3","65","21.7","4","83","20.8","3","80","26.7","3","75","25","3","79","26.3","5","105","21","1","7","7","0","0","0","22","494","22.5","28","17.6"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002478","수원신곡초등학교","02","공립","N","","4","94","23.5","5","116","23.2","5","107","21.4","5","115","23","5","118","23.6","7","159","22.7","2","14","7","0","0","0","33","723","21.9","42","17.2"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002479","수원초등학교","02","공립","N","","8","199","24.9","7","165","23.6","8","184","23","5","125","25","5","116","23.2","6","130","21.7","3","12","4","0","0","0","42","931","22.2","49","19"
