"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","동아리수","참여학생수","지도교사수","자원봉사 또는외부강사수","동아리활동 예산지원현황","동아리수","참여학생수","지도교사수","자원봉사 또는외부강사수","동아리활동 예산지원현황"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000445","가평고등학교","04","공립","N","","43","594","45","4","21980000","1","27","1","1","0"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000447","경기과학고등학교","04","공립","N","","19","378","75","0","10906000","5","102","5","0","3000000"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090000448","경기대명고등학교","04","공립","N","","11","74","11","0","2000000","0","0","0","0","0"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000449","경기체육고등학교","04","공립","N","","27","325","27","0","0","0","0","0","0","0"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090000450","이천세무고등학교","04","공립","N","","14","132","14","0","4000000","15","155","15","0","4000000"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000451","경민고등학교","04","사립","N","","41","751","53","0","27200000","0","0","0","0","0"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000453","경민비즈니스고등학교","04","사립","N","","42","461","50","0","3500000","3","48","3","0","0"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000455","경민IT고등학교","04","사립","N","","41","530","41","0","9050000","32","313","32","0","7300000"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000457","경안고등학교","04","사립","N","","68","928","68","10","15618000","0","0","0","0","0"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000458","경일고등학교","04","사립","N","","39","705","39","0","4000000","74","620","74","0","4000000"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090000460","경화여자고등학교","04","사립","N","","59","956","65","3","10000000","0","0","0","0","0"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000463","계남고등학교","04","공립","N","","54","696","54","0","7400000","0","0","0","0","0"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000466","계원예술고등학교","04","사립","N","","17","705","55","0","3550000","7","219","7","0","2000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000468","백송고등학교","04","사립","N","","27","379","27","0","4500000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000469","고양외국어고등학교","04","사립","N","","49","668","58","0","4000000","0","0","0","0","0"
