"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","동아리수","참여학생수","지도교사수","자원봉사 또는외부강사수","동아리활동 예산지원현황","동아리수","참여학생수","지도교사수","자원봉사 또는외부강사수","동아리활동 예산지원현황"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000881","가평마장초등학교","02","공립","N","","5","35","5","0","3000000","1","3","1","0","1000000"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000882","가평초등학교","02","공립","N","","28","680","28","0","0","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000885","대성초등학교","02","공립","N","","6","64","6","0","6618000","1","8","4","0","4240000"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000890","목동초등학교","02","공립","N","","6","39","8","8","33300000","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000892","목동초등학교명지분교장","02","공립","Y","본교통합작성","","","","","","","","","",""
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000895","미원초등학교","02","공립","N","","12","197","12","8","0","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000899","미원초등학교위곡분교장","02","공립","Y","본교통합작성","","","","","","","","","",""
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000900","미원초등학교장락분교장","02","공립","Y","본교에서 분교장 데이터 포함하여 통합 공시","","","","","","","","","",""
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000901","방일초등학교","02","공립","N","","8","52","8","8","20200000","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000905","상면초등학교","02","공립","N","","6","34","6","0","1800000","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000906","상색초등학교","02","공립","N","","7","66","7","7","20560000","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000908","상천초등학교","02","공립","N","","6","43","6","6","22000000","4","57","4","0","2000000"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000910","연하초등학교","02","공립","N","","6","67","6","0","0","1","24","1","1","8520000"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000914","율길초등학교","02","공립","N","","7","56","7","0","7000000","0","0","0","0","0"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000916","조종초등학교","02","공립","N","","12","280","12","0","0","2","30","2","1","8320000"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000920","청평초등학교","02","공립","N","","12","237","12","0","0","3","42","3","0","1000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000974","가람초등학교","02","공립","N","","16","308","16","1","3080000","4","20","4","0","1020000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000975","강선초등학교","02","공립","N","","21","507","21","0","300000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000976","고봉초등학교","02","공립","N","","16","323","16","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000977","고양백석초등학교","02","공립","N","","23","449","24","0","4600000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000978","고양신일초등학교","02","공립","N","","6","840","35","2","2600000","1","42","1","1","6500000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000979","고양용현초등학교","02","공립","N","","13","246","13","2","4098000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000980","고양초등학교","02","공립","N","","16","375","14","6","1920000","1","6","1","0","300000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000981","고양화수초등학교","02","공립","N","","18","436","18","3","2640000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000982","고양화정초등학교","02","공립","N","","39","953","39","0","0","1","27","1","0","2000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000983","금계초등학교","02","공립","N","","21","457","21","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000984","낙민초등학교","02","공립","N","","24","548","24","0","4800000","1","59","1","2","8250000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000985","내유초등학교","02","공립","N","","29","683","29","0","0","1","4","1","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000986","냉천초등학교","02","공립","N","","6","316","15","2","9600000","2","18","2","1","1660000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000987","능곡초등학교","02","공립","N","","26","595","26","0","700000","2","30","2","0","800000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000988","대곡초등학교","02","공립","N","","8","88","10","2","3760000","2","12","2","0","320000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000989","대화초등학교","02","공립","N","","8","388","16","6","1600000","1","6","1","0","640000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000990","덕은초등학교","02","공립","N","","14","182","15","0","1400000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000991","덕이초등학교","02","공립","N","","12","219","12","0","1200000","12","219","12","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000992","무원초등학교","02","공립","N","","6","689","25","0","1200000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000993","문촌초등학교","02","공립","N","","13","270","14","2","6300000","3","71","3","0","3600000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000994","문화초등학교","02","공립","N","","27","620","27","0","2400000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000995","백마초등학교","02","공립","N","","21","461","24","0","800000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000998","백신초등학교","02","공립","N","","16","365","16","0","0","3","25","3","0","900000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000999","백양초등학교","02","공립","N","","9","170","9","2","3500000","11","87","11","0","1000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001000","벽제초등학교","02","공립","N","","12","202","14","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001001","삼송초등학교","02","공립","N","","33","789","33","0","0","4","16","4","0","1500000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001002","상탄초등학교","02","공립","N","","31","693","31","0","2000000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001003","성라초등학교","02","공립","N","","17","363","17","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001004","성사초등학교","02","공립","N","","28","611","28","2","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001005","성석초등학교","02","공립","N","","6","77","6","6","4320000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001006","성신초등학교","02","공립","N","","17","364","17","0","1600000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001007","성저초등학교","02","공립","N","","19","266","19","0","1350000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001008","소만초등학교","02","공립","N","","12","248","12","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001009","송포초등학교","02","공립","N","","16","315","16","1","2400000","1","21","1","0","2000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001010","일산은행초등학교","02","공립","N","","12","236","12","3","7200000","1","12","1","1","5000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001011","신능초등학교","02","공립","N","","9","138","9","0","0","9","138","9","0","1000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001012","신원초등학교","02","공립","N","","50","1247","50","0","0","3","49","4","4","23740000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001014","신촌초등학교","02","공립","N","","25","406","25","0","2400000","13","157","13","0","1550000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001015","안곡초등학교","02","공립","N","","6","380","17","0","5460000","3","21","3","0","1000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001016","오마초등학교","02","공립","N","","49","1234","49","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001017","용두초등학교","02","공립","N","","6","37","6","1","7200000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001018","용정초등학교","02","공립","N","","6","97","3","3","5120000","1","6","1","0","400000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001019","원당초등학교","02","공립","N","","15","289","15","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001020","원중초등학교","02","공립","N","","6","1456","56","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001021","율동초등학교","02","공립","N","","12","222","12","12","4800000","4","17","4","0","1000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001023","일산초등학교","02","공립","N","","16","305","16","0","0","4","46","4","3","3680000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001024","장성초등학교","02","공립","N","","14","289","14","0","0","6","41","6","0","2200000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001025","장촌초등학교","02","공립","N","","22","213","22","0","4000000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001026","저동초등학교","02","공립","N","","15","294","15","0","3500000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001027","정발초등학교","02","공립","N","","83","874","83","14","1430000","3","120","3","10","1590000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001028","주엽초등학교","02","공립","N","","15","280","15","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001029","중산초등학교","02","공립","N","","16","358","16","0","1000000","4","23","4","0","400000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001030","지도초등학교","02","공립","N","","24","488","24","0","0","4","36","4","4","400000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001032","토당초등학교","02","공립","N","","16","155","16","4","2120000","3","23","3","0","300000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001033","풍산초등학교","02","공립","N","","27","621","27","0","1600000","2","10","2","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001034","한수초등학교","02","공립","N","","22","450","22","3","0","2","15","2","0","600000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001035","행남초등학교","02","공립","N","","8","131","8","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001036","행신초등학교","02","공립","N","","13","218","13","5","9360000","6","40","6","0","1200000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001037","행주초등학교","02","공립","N","","6","37","6","2","6000000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001038","현산초등학교","02","공립","N","","26","618","26","0","600000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001039","호곡초등학교","02","공립","N","","44","1042","44","0","800000","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001040","호수초등학교","02","공립","N","","19","280","19","0","0","2","41","2","2","9500000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001041","화중초등학교","02","공립","N","","16","353","16","6","5680000","9","102","9","0","3000000"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001042","황룡초등학교","02","공립","N","","10","209","10","0","0","5","102","5","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001043","흥도초등학교","02","공립","N","","6","1142","47","0","0","4","50","5","3","5190000"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001199","가림초등학교","02","공립","N","","19","410","19","5","6000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001201","광명광덕초등학교","02","공립","N","","27","669","27","1","0","9","217","9","0","2600000"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001202","광명광성초등학교","02","공립","N","","5","116","5","1","2000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001203","광명남초등학교","02","공립","N","","22","515","23","0","0","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001204","광명동초등학교","02","공립","N","","3","58","6","2","1000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001205","광명북초등학교","02","공립","N","","23","490","23","0","20700000","8","93","8","5","21517950"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001206","광명서초등학교","02","공립","N","","22","547","18","4","2000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001207","광명초등학교","02","공립","N","","6","544","24","2","2000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001208","광문초등학교","02","공립","N","","34","807","34","0","2000000","0","0","0","0","0"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001210","광일초등학교","02","공립","N","","24","562","24","4","875000","10","160","10","0","2125000"
