"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001017","용두초등학교","02","공립","N","","1","5","5","1","5","5","1","7","7","1","6","6","1","4","4","1","7","7","1","3","3","0","0","0","7","37","5.3","8","4.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001018","용정초등학교","02","공립","N","","1","5","5","1","13","13","1","15","15","1","14","14","1","18","18","1","17","17","4","15","3.8","0","0","0","10","97","9.7","15","6.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001019","원당초등학교","02","공립","N","","2","32","16","2","36","18","3","52","17.3","2","36","18","3","71","23.7","3","56","18.7","1","6","6","0","0","0","16","289","18.1","20","14.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001020","원중초등학교","02","공립","N","","8","206","25.8","10","240","24","9","243","27","10","261","26.1","10","259","25.9","9","239","26.6","2","11","5.5","0","0","0","58","1459","25.2","68","21.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001021","율동초등학교","02","공립","N","","2","24","12","2","35","17.5","2","37","18.5","2","36","18","2","41","20.5","2","45","22.5","1","5","5","0","0","0","13","223","17.2","17","13.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001023","일산초등학교","02","공립","N","","2","49","24.5","2","35","17.5","3","51","17","3","52","17.3","3","51","17","4","54","13.5","2","13","6.5","1","1","1","20","306","15.3","25","12.2"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001024","장성초등학교","02","공립","N","","2","45","22.5","2","41","20.5","2","34","17","3","66","22","2","39","19.5","3","57","19","1","6","6","0","0","0","15","288","19.2","19","15.2"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001025","장촌초등학교","02","공립","N","","2","28","14","2","32","16","2","40","20","2","34","17","2","41","20.5","2","38","19","0","0","0","0","0","0","12","213","17.8","16","13.3"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001026","저동초등학교","02","공립","N","","2","39","19.5","2","44","22","2","46","23","3","57","19","2","46","23","3","64","21.3","0","0","0","0","0","0","14","296","21.1","18","16.4"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001027","정발초등학교","02","공립","N","","4","93","23.3","5","105","21","5","124","24.8","7","172","24.6","8","186","23.3","8","192","24","0","0","0","0","0","0","37","872","23.6","46","19"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001028","주엽초등학교","02","공립","N","","2","32","16","2","40","20","3","52","17.3","3","54","18","3","52","17.3","2","47","23.5","1","3","3","0","0","0","16","280","17.5","20","14"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001029","중산초등학교","02","공립","N","","2","37","18.5","2","51","25.5","3","61","20.3","3","58","19.3","3","68","22.7","3","77","25.7","1","4","4","0","0","0","17","356","20.9","21","17"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001030","지도초등학교","02","공립","N","","2","47","23.5","3","72","24","4","85","21.3","3","77","25.7","4","102","25.5","4","98","24.5","1","6","6","0","0","0","21","487","23.2","25","19.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001032","토당초등학교","02","공립","N","","1","11","11","1","19","19","2","26","13","2","24","12","2","33","16.5","2","27","13.5","3","15","5","0","0","0","13","155","11.9","17","9.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001033","풍산초등학교","02","공립","N","","4","92","23","3","69","23","5","116","23.2","5","112","22.4","5","107","21.4","5","112","22.4","2","8","4","1","0","0","30","616","20.5","35","17.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001034","한수초등학교","02","공립","N","","3","61","20.3","3","64","21.3","4","85","21.3","4","91","22.8","3","63","21","4","83","20.8","1","4","4","0","0","0","22","451","20.5","27","16.7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001035","행남초등학교","02","공립","N","","1","14","14","1","17","17","2","30","15","1","24","24","2","36","18","1","25","25","0","0","0","0","0","0","8","146","18.3","11","13.3"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001036","행신초등학교","02","공립","N","","2","31","15.5","1","19","19","2","26","13","2","36","18","3","56","18.7","3","48","16","1","3","3","0","0","0","14","219","15.6","17","12.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001037","행주초등학교","02","공립","N","","1","7","7","1","7","7","1","4","4","1","9","9","1","7","7","1","3","3","0","0","0","0","0","0","6","37","6.2","9","4.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001038","현산초등학교","02","공립","N","","3","71","23.7","3","76","25.3","5","107","21.4","6","134","22.3","4","99","24.8","5","124","24.8","2","8","4","0","0","0","28","619","22.1","32","19.3"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001039","호곡초등학교","02","공립","N","","5","121","24.2","6","150","25","7","167","23.9","9","212","23.6","8","183","22.9","8","188","23.5","3","19","6.3","0","0","0","46","1040","22.6","56","18.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001040","호수초등학교","02","공립","N","","2","40","20","2","37","18.5","2","50","25","2","43","21.5","2","47","23.5","3","61","20.3","1","3","3","0","0","0","14","281","20.1","18","15.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001041","화중초등학교","02","공립","N","","2","36","18","2","44","22","3","58","19.3","3","73","24.3","3","68","22.7","3","73","24.3","0","0","0","0","0","0","16","352","22","20","17.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001042","황룡초등학교","02","공립","N","","2","48","24","3","54","18","2","48","24","3","54","18","2","44","22","3","53","17.7","2","12","6","0","0","0","17","313","18.4","21","14.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001043","흥도초등학교","02","공립","N","","7","164","23.4","7","160","22.9","7","168","24","9","230","25.6","9","219","24.3","8","192","24","2","13","6.5","0","0","0","49","1146","23.4","61","18.8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001199","가림초등학교","02","공립","N","","3","56","18.7","3","54","18","3","73","24.3","4","80","20","3","68","22.7","3","69","23","2","10","5","0","0","0","21","410","19.5","27","15.2"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001201","광명광덕초등학교","02","공립","N","","5","110","22","4","101","25.3","5","119","23.8","5","130","26","4","104","26","4","102","25.5","1","3","3","0","0","0","28","669","23.9","34","19.7"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001202","광명광성초등학교","02","공립","N","","4","80","20","4","86","21.5","4","102","25.5","5","113","22.6","5","115","23","4","98","24.5","2","9","4.5","0","0","0","28","603","21.5","34","17.7"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001203","광명남초등학교","02","공립","N","","4","88","22","4","88","22","3","75","25","4","103","25.8","4","89","22.3","3","67","22.3","1","6","6","0","0","0","23","516","22.4","30","17.2"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001204","광명동초등학교","02","공립","N","","1","7","7","1","10","10","1","13","13","1","13","13","1","5","5","1","7","7","1","4","4","0","0","0","7","59","8.4","9","6.6"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001205","광명북초등학교","02","공립","N","","3","54","18","3","64","21.3","4","85","21.3","4","80","20","4","91","22.8","5","111","22.2","1","6","6","0","0","0","24","491","20.5","28","17.5"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001206","광명서초등학교","02","공립","N","","3","66","22","3","65","21.7","4","85","21.3","4","91","22.8","4","89","22.3","4","91","22.8","2","12","6","0","0","0","24","499","20.8","33","15.1"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001207","광명초등학교","02","공립","N","","4","96","24","4","73","18.3","4","93","23.3","4","81","20.3","4","85","21.3","5","99","19.8","2","12","6","0","0","0","27","539","20","32","16.8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001208","광문초등학교","02","공립","N","","5","117","23.4","6","138","23","6","130","21.7","6","145","24.2","5","122","24.4","6","141","23.5","2","12","6","0","0","0","36","805","22.4","44","18.3"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001210","광일초등학교","02","공립","N","","4","89","22.3","3","70","23.3","4","87","21.8","5","110","22","4","90","22.5","4","102","25.5","2","11","5.5","1","2","2","27","561","20.8","33","17"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001211","도덕초등학교","02","공립","N","","5","120","24","4","76","19","3","73","24.3","2","50","25","3","56","18.7","2","47","23.5","2","11","5.5","0","0","0","21","433","20.6","26","16.7"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001212","서면초등학교","02","공립","N","","2","42","21","3","53","17.7","2","45","22.5","3","79","26.3","3","68","22.7","3","73","24.3","2","9","4.5","0","0","0","18","369","20.5","21","17.6"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001213","소하초등학교","02","공립","N","","5","113","22.6","5","124","24.8","5","121","24.2","7","164","23.4","6","142","23.7","6","141","23.5","2","13","6.5","0","0","0","36","818","22.7","43","19"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001214","안서초등학교","02","공립","N","","1","4","4","1","5","5","1","6","6","1","6","6","1","13","13","1","7","7","1","3","3","0","0","0","7","44","6.3","9","4.9"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001215","연서초등학교","02","공립","N","","2","28","14","2","41","20.5","2","43","21.5","2","40","20","3","56","18.7","3","58","19.3","1","3","3","0","0","0","15","269","17.9","20","13.5"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001216","온신초등학교","02","공립","N","","1","4","4","1","5","5","1","5","5","1","9","9","1","5","5","1","7","7","1","3","3","0","0","0","7","38","5.4","8","4.8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001217","철산초등학교","02","공립","N","","6","135","22.5","7","159","22.7","8","207","25.9","9","212","23.6","10","248","24.8","11","279","25.4","1","6","6","0","0","0","52","1246","24","68","18.3"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001218","하안남초등학교","02","공립","N","","2","29","14.5","2","34","17","2","36","18","2","33","16.5","2","36","18","2","30","15","1","5","5","0","0","0","13","203","15.6","16","12.7"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001219","하안북초등학교","02","공립","N","","2","37","18.5","2","30","15","2","44","22","2","47","23.5","2","47","23.5","3","52","17.3","1","5","5","0","0","0","14","262","18.7","18","14.6"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001220","하안초등학교","02","공립","N","","2","44","22","3","53","17.7","3","47","15.7","3","62","20.7","2","47","23.5","3","53","17.7","2","8","4","0","0","0","18","314","17.4","22","14.3"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001221","하일초등학교","02","공립","N","","2","41","20.5","2","44","22","3","61","20.3","2","42","21","2","46","23","2","49","24.5","1","4","4","0","0","0","14","287","20.5","18","15.9"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001279","경안초등학교","02","공립","N","","2","37","18.5","2","34","17","2","47","23.5","2","45","22.5","3","61","20.3","3","63","21","1","8","8","0","0","0","15","295","19.7","20","14.8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001281","곤지암초등학교","02","공립","N","","2","40","20","3","54","18","3","61","20.3","3","63","21","3","60","20","4","71","17.8","2","10","5","0","0","0","20","359","18","23","15.6"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001282","광남초등학교","02","공립","N","","6","135","22.5","6","148","24.7","6","160","26.7","8","179","22.4","6","141","23.5","6","143","23.8","2","14","7","1","3","3","41","923","22.5","49","18.8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001284","광주광명초등학교","02","공립","N","","5","123","24.6","5","128","25.6","6","146","24.3","7","167","23.9","6","139","23.2","6","156","26","2","11","5.5","0","0","0","37","870","23.5","44","19.8"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001285","광주매곡초등학교","02","공립","N","","6","150","25","5","120","24","8","178","22.3","7","179","25.6","7","180","25.7","7","179","25.6","2","12","6","0","0","0","42","998","23.8","51","19.6"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001286","광주초등학교","02","공립","N","","7","156","22.3","7","171","24.4","7","167","23.9","8","192","24","6","158","26.3","6","151","25.2","3","19","6.3","0","0","0","44","1014","23","52","19.5"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001288","광지원초등학교","02","공립","N","","1","6","6","1","11","11","1","13","13","1","14","14","1","6","6","1","8","8","1","3","3","0","0","0","7","61","8.7","8","7.6"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001289","남한산초등학교","02","공립","N","","1","13","13","1","14","14","1","15","15","1","24","24","1","14","14","1","13","13","0","0","0","0","0","0","6","93","15.5","7","13.3"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001290","덕풍초등학교","02","공립","N","","3","62","20.7","4","87","21.8","4","97","24.3","4","87","21.8","4","83","20.8","3","62","20.7","2","8","4","0","0","0","24","486","20.3","28","17.4"
