"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000956","고양제일중학교","03","사립","N","","11","294","26.7","12","315","26.3","12","320","26.7","0","0","0","0","0","0","35","929","26.5","61","15.2"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000957","신능중학교","03","공립","N","","4","99","24.8","5","126","25.2","5","126","25.2","1","3","3","0","0","0","15","354","23.6","26","13.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000958","신일중학교","03","공립","N","","11","308","28","12","342","28.5","11","307","27.9","1","1","1","0","0","0","35","958","27.4","62","15.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000959","오마중학교","03","공립","N","","11","311","28.3","13","377","29","12","343","28.6","0","0","0","0","0","0","36","1031","28.6","65","15.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000960","원당중학교","03","공립","N","","3","66","22","3","66","22","3","82","27.3","0","0","0","0","0","0","9","214","23.8","18","11.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000961","일산동중학교","03","공립","N","","7","193","27.6","7","189","27","8","223","27.9","1","6","6","0","0","0","23","611","26.6","40","15.3"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000962","일산중학교","03","공립","N","","5","131","26.2","5","123","24.6","6","141","23.5","1","3","3","0","0","0","17","398","23.4","29","13.7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000963","장성중학교","03","공립","N","","5","136","27.2","7","176","25.1","6","185","30.8","2","7","3.5","0","0","0","20","504","25.2","34","14.8"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000964","저동중학교","03","공립","N","","6","149","24.8","6","154","25.7","7","190","27.1","1","6","6","0","0","0","20","499","25","34","14.7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000965","정발중학교","03","공립","N","","11","309","28.1","12","337","28.1","12","343","28.6","0","0","0","0","0","0","35","989","28.3","61","16.2"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000966","중산중학교","03","공립","N","","6","159","26.5","7","172","24.6","6","164","27.3","1","2","2","0","0","0","20","497","24.9","34","14.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000967","지도중학교","03","공립","N","","6","159","26.5","7","180","25.7","7","181","25.9","1","6","6","0","0","0","21","526","25","36","14.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000969","한수중학교","03","공립","N","","10","276","27.6","10","278","27.8","10","278","27.8","2","7","3.5","0","0","0","32","839","26.2","55","15.3"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000970","행신중학교","03","공립","N","","6","155","25.8","6","151","25.2","7","180","25.7","1","3","3","0","0","0","20","489","24.5","34","14.4"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000971","호곡중학교","03","공립","N","","9","232","25.8","9","250","27.8","10","302","30.2","1","5","5","0","0","0","29","789","27.2","51","15.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000972","화수중학교","03","공립","N","","9","248","27.6","10","274","27.4","11","302","27.5","2","8","4","0","0","0","32","832","26","56","14.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000973","화정중학교","03","공립","N","","8","223","27.9","9","249","27.7","9","242","26.9","0","0","0","0","0","0","26","714","27.5","48","14.9"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001188","가림중학교","03","공립","N","","6","161","26.8","6","154","25.7","7","181","25.9","2","12","6","0","0","0","21","508","24.2","36","14.1"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001189","광남중학교","03","공립","N","","10","273","27.3","11","301","27.4","11","305","27.7","2","14","7","0","0","0","34","893","26.3","59","15.1"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001190","광명북중학교","03","공립","N","","6","154","25.7","5","141","28.2","7","205","29.3","2","7","3.5","2","6","3","22","513","23.3","36","14.3"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001191","하안북중학교","03","공립","N","","10","301","30.1","11","339","30.8","11","341","31","1","7","7","0","0","0","33","988","29.9","57","17.3"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001192","광명중학교","03","공립","N","","5","122","24.4","4","110","27.5","6","151","25.2","1","5","5","0","0","0","16","388","24.3","29","13.4"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001194","소하중학교","03","공립","N","","13","363","27.9","15","455","30.3","14","463","33.1","1","7","7","0","0","0","43","1288","30","76","16.9"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001195","안서중학교","03","공립","N","","3","71","23.7","4","116","29","4","95","23.8","1","2","2","0","0","0","12","284","23.7","20","14.2"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001196","철산중학교","03","공립","N","","14","452","32.3","15","459","30.6","14","424","30.3","1","4","4","0","0","0","44","1339","30.4","76","17.6"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001198","하안중학교","03","공립","N","","6","171","28.5","8","234","29.3","9","258","28.7","1","3","3","0","0","0","24","666","27.8","41","16.2"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001267","경안중학교","03","공립","N","","12","382","31.8","11","347","31.5","11","345","31.4","2","11","5.5","0","0","0","36","1085","30.1","62","17.5"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001268","경화여자중학교","03","사립","N","","10","298","29.8","10","319","31.9","10","318","31.8","0","0","0","0","0","0","30","935","31.2","55","17"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001269","광수중학교","03","공립","N","","5","116","23.2","4","109","27.3","5","117","23.4","1","4","4","0","0","0","15","346","23.1","26","13.3"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001270","광일중학교","03","공립","N","","2","39","19.5","2","40","20","2","36","18","1","1","1","0","0","0","7","116","16.6","15","7.7"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001271","곤지암중학교","03","공립","N","","5","138","27.6","6","156","26","7","182","26","1","4","4","0","0","0","19","480","25.3","32","15"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001272","광주중학교","03","공립","N","","7","201","28.7","8","215","26.9","9","267","29.7","1","6","6","0","0","0","25","689","27.6","44","15.7"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001273","남한중학교","03","공립","N","","2","44","22","2","52","26","2","46","23","1","2","2","2","6","3","9","150","16.7","17","8.8"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001274","동부중학교","03","공립","N","","3","71","23.7","3","91","30.3","4","104","26","2","11","5.5","0","0","0","12","277","23.1","21","13.2"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001275","신장중학교","03","공립","N","","4","98","24.5","4","97","24.3","5","120","24","0","0","0","0","0","0","13","315","24.2","24","13.1"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001276","탄벌중학교","03","공립","N","","14","399","28.5","15","413","27.5","16","474","29.6","3","19","6.3","0","0","0","48","1305","27.2","83","15.7"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001277","하남중학교","03","공립","N","","5","138","27.6","5","139","27.8","7","204","29.1","1","4","4","0","0","0","18","485","26.9","31","15.6"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001365","갈뫼중학교","03","공립","N","","9","247","27.4","9","262","29.1","10","269","26.9","1","1","1","0","0","0","29","779","26.9","51","15.3"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001366","고천중학교","03","공립","N","","4","107","26.8","5","140","28","5","134","26.8","0","0","0","0","0","0","14","381","27.2","25","15.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001367","곡란중학교","03","공립","N","","4","108","27","5","116","23.2","5","117","23.4","1","5","5","0","0","0","15","346","23.1","26","13.3"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001368","군포중학교","03","공립","N","","4","104","26","4","106","26.5","5","112","22.4","2","12","6","2","8","4","17","342","20.1","28","12.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001369","궁내중학교","03","공립","N","","9","249","27.7","10","261","26.1","9","251","27.9","0","0","0","0","0","0","28","761","27.2","52","14.6"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001370","금정중학교","03","공립","N","","4","107","26.8","5","131","26.2","5","139","27.8","1","2","2","0","0","0","15","379","25.3","28","13.5"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001371","도장중학교","03","공립","N","","8","224","28","8","211","26.4","9","242","26.9","1","3","3","0","0","0","26","680","26.2","45","15.1"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001372","백운중학교","03","공립","N","","7","196","28","5","120","24","5","120","24","1","3","3","0","0","0","18","439","24.4","30","14.6"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001374","산본중학교","03","공립","N","","10","276","27.6","10","291","29.1","10","284","28.4","0","0","0","0","0","0","30","851","28.4","54","15.8"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001375","수리중학교","03","공립","N","","7","193","27.6","8","228","28.5","9","261","29","1","2","2","0","0","0","25","684","27.4","45","15.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001376","용호중학교","03","공립","N","","8","226","28.3","8","231","28.9","8","234","29.3","1","6","6","0","0","0","25","697","27.9","45","15.5"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001377","의왕부곡중학교","03","공립","N","","8","219","27.4","8","218","27.3","8","212","26.5","2","7","3.5","0","0","0","26","656","25.2","46","14.3"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001378","의왕중학교","03","공립","N","","2","55","27.5","3","58","19.3","3","68","22.7","1","6","6","0","0","0","9","187","20.8","16","11.7"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001379","흥진중학교","03","공립","N","","6","146","24.3","7","176","25.1","7","175","25","1","4","4","0","0","0","21","501","23.9","37","13.5"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001487","고촌중학교","03","공립","N","","5","134","26.8","5","159","31.8","3","87","29","1","2","2","0","0","0","14","382","27.3","23","16.6"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001488","김포여자중학교","03","공립","N","","3","84","28","4","114","28.5","3","75","25","1","3","3","0","0","0","11","276","25.1","20","13.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001489","금파중학교","03","공립","N","","11","350","31.8","11","366","33.3","11","368","33.5","1","3","3","0","0","0","34","1087","32","59","18.4"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001490","김포중학교","03","공립","N","","3","84","28","3","80","26.7","2","63","31.5","1","2","2","0","0","0","9","229","25.4","17","13.5"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001491","대곶중학교","03","공립","N","","2","47","23.5","2","44","22","3","64","21.3","1","1","1","1","2","2","9","158","17.6","20","7.9"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001492","분진중학교","03","사립","N","","1","16","16","1","15","15","1","7","7","0","0","0","0","0","0","3","38","12.7","12","3.2"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001493","양곡중학교","03","사립","N","","4","112","28","6","159","26.5","6","159","26.5","0","0","0","0","0","0","16","430","26.9","28","15.4"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001494","장기중학교","03","공립","N","","12","406","33.8","11","383","34.8","10","351","35.1","1","5","5","0","0","0","34","1145","33.7","59","19.4"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001495","통진중학교","03","사립","N","","5","138","27.6","6","169","28.2","6","159","26.5","2","9","4.5","0","0","0","19","475","25","32","14.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001496","풍무중학교","03","공립","N","","12","382","31.8","12","403","33.6","12","403","33.6","1","2","2","0","0","0","37","1190","32.2","64","18.6"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001497","하성중학교","03","공립","N","","2","42","21","2","34","17","2","50","25","1","4","4","0","0","0","7","130","18.6","15","8.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001575","광동중학교","03","사립","N","","7","207","29.6","8","223","27.9","8","229","28.6","0","0","0","0","0","0","23","659","28.7","39","16.9"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001576","교문중학교","03","공립","N","","6","164","27.3","7","179","25.6","8","209","26.1","1","3","3","0","0","0","22","555","25.2","38","14.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001577","구리중학교","03","공립","N","","3","85","28.3","4","83","20.8","5","116","23.2","1","4","4","0","0","0","13","288","22.2","22","13.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001578","구리여자중학교","03","공립","N","","3","83","27.7","4","92","23","4","104","26","1","4","4","0","0","0","12","283","23.6","20","14.2"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001579","금곡중학교","03","공립","N","","3","69","23","3","70","23.3","4","109","27.3","2","7","3.5","0","0","0","12","255","21.3","22","11.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001581","덕소중학교","03","공립","N","","7","206","29.4","7","193","27.6","9","257","28.6","1","4","4","0","0","0","24","660","27.5","43","15.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001582","도농중학교","03","공립","N","","7","197","28.1","6","176","29.3","5","144","28.8","2","11","5.5","0","0","0","20","528","26.4","35","15.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001583","동구중학교","03","공립","N","","9","251","27.9","9","235","26.1","10","280","28","0","0","0","0","0","0","28","766","27.4","50","15.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001584","동화중학교","03","사립","N","","6","180","30","7","201","28.7","7","202","28.9","0","0","0","0","0","0","20","583","29.2","35","16.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001585","마석중학교","03","공립","N","","9","277","30.8","10","323","32.3","10","324","32.4","2","10","5","0","0","0","31","934","30.1","54","17.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001586","미금중학교","03","공립","N","","4","106","26.5","4","92","23","5","127","25.4","0","0","0","0","0","0","13","325","25","23","14.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001587","별내중학교","03","공립","N","","6","157","26.2","7","169","24.1","5","139","27.8","0","0","0","0","0","0","18","465","25.8","33","14.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001588","수동중학교","03","사립","N","","2","53","26.5","2","50","25","2","56","28","1","3","3","0","0","0","7","162","23.1","15","10.8"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001589","심석중학교","03","사립","N","","8","262","32.8","9","291","32.3","8","256","32","0","0","0","0","0","0","25","809","32.4","44","18.4"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001590","오남중학교","03","공립","N","","6","158","26.3","6","149","24.8","7","180","25.7","1","6","6","0","0","0","20","493","24.7","34","14.5"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001591","와부중학교","03","공립","N","","8","240","30","9","262","29.1","8","217","27.1","1","6","6","0","0","0","26","725","27.9","46","15.8"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001592","연세중학교","03","사립","N","","1","14","14","1","30","30","1","26","26","0","0","0","0","0","0","3","70","23.3","21","3.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001593","인창중학교","03","공립","N","","10","278","27.8","12","309","25.8","11","302","27.5","2","12","6","0","0","0","35","901","25.7","60","15"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001594","장자중학교","03","공립","N","","7","197","28.1","6","156","26","8","222","27.8","0","0","0","0","0","0","21","575","27.4","37","15.5"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001595","진건중학교","03","공립","N","","6","142","23.7","6","139","23.2","7","166","23.7","2","12","6","0","0","0","21","459","21.9","35","13.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001596","토평중학교","03","공립","N","","6","166","27.7","6","154","25.7","8","209","26.1","2","11","5.5","0","0","0","22","540","24.5","37","14.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001597","퇴계원중학교","03","공립","N","","7","185","26.4","8","224","28","8","229","28.6","2","8","4","0","0","0","25","646","25.8","43","15"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001598","호평중학교","03","공립","N","","10","285","28.5","10","281","28.1","10","297","29.7","1","5","5","0","0","0","31","868","28","54","16.1"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001599","화광중학교","03","공립","N","","4","122","30.5","4","130","32.5","5","164","32.8","0","0","0","0","0","0","13","416","32","23","18.1"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001771","고암중학교","03","공립","N","","6","168","28","7","188","26.9","9","229","25.4","0","0","0","0","0","0","22","585","26.6","40","14.6"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001772","남문중학교","03","사립","N","","2","56","28","3","58","19.3","2","56","28","0","0","0","0","0","0","7","170","24.3","16","10.6"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001773","덕계중학교","03","공립","N","","5","137","27.4","6","164","27.3","6","143","23.8","2","12","6","0","0","0","19","456","24","32","14.3"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001774","덕정중학교","03","공립","N","","5","133","26.6","5","131","26.2","6","163","27.2","1","1","1","0","0","0","17","428","25.2","29","14.8"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001775","동두천여자중학교","03","사립","N","","5","127","25.4","4","104","26","5","127","25.4","0","0","0","0","0","0","14","358","25.6","25","14.3"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001777","동두천중학교","03","사립","N","","5","117","23.4","4","115","28.8","5","138","27.6","0","0","0","0","0","0","14","370","26.4","25","14.8"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001778","한빛누리중학교","03","사립","N","","5","120","24","4","113","28.3","5","126","25.2","1","4","4","0","0","0","15","363","24.2","27","13.4"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001779","신흥중학교","03","사립","N","","4","101","25.3","5","115","23","5","119","23.8","0","0","0","0","0","0","14","335","23.9","25","13.4"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001780","양주백석중학교","03","공립","N","","7","186","26.6","7","178","25.4","8","203","25.4","2","10","5","0","0","0","24","577","24","41","14.1"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001781","조양중학교","03","사립","N","","4","95","23.8","4","88","22","5","116","23.2","1","6","6","0","0","0","14","305","21.8","24","12.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001873","계남중학교","03","공립","N","","7","211","30.1","7","208","29.7","8","229","28.6","0","0","0","0","0","0","22","648","29.5","39","16.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001874","내동중학교","03","공립","N","","3","63","21","3","77","25.7","3","79","26.3","2","8","4","1","4","4","12","231","19.3","21","11"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001878","덕산중학교","03","공립","N","","10","296","29.6","10","279","27.9","11","322","29.3","2","9","4.5","0","0","0","33","906","27.5","57","15.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001882","부명중학교","03","공립","N","","7","190","27.1","7","187","26.7","9","248","27.6","2","10","5","0","0","0","25","635","25.4","40","15.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001883","부인중학교","03","공립","N","","4","110","27.5","7","189","27","8","226","28.3","1","6","6","0","0","0","20","531","26.6","34","15.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001884","부일중학교","03","공립","N","","3","74","24.7","5","122","24.4","4","108","27","1","3","3","0","0","0","13","307","23.6","21","14.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001885","부천남중학교","03","공립","N","","7","187","26.7","6","166","27.7","7","186","26.6","2","12","6","0","0","0","22","551","25","37","14.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001886","부천동여자중학교","03","공립","N","","4","93","23.3","5","128","25.6","5","145","29","0","0","0","0","0","0","14","366","26.1","25","14.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001887","부천동중학교","03","공립","N","","3","84","28","4","103","25.8","4","123","30.8","0","0","0","0","0","0","11","310","28.2","19","16.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001888","부천부곡중학교","03","공립","N","","5","134","26.8","5","138","27.6","5","123","24.6","2","10","5","0","0","0","17","405","23.8","28","14.5"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001889","부천부흥중학교","03","공립","N","","5","126","25.2","5","136","27.2","6","143","23.8","2","9","4.5","0","0","0","18","414","23","30","13.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001892","부천여월중학교","03","공립","N","","5","128","25.6","6","156","26","7","185","26.4","3","13","4.3","0","0","0","21","482","23","36","13.4"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001893","부천여자중학교","03","공립","N","","5","142","28.4","8","211","26.4","8","205","25.6","0","0","0","0","0","0","21","558","26.6","37","15.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001894","부천중학교","03","공립","N","","9","261","29","10","271","27.1","10","288","28.8","2","9","4.5","0","0","0","31","829","26.7","53","15.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001896","상도중학교","03","공립","N","","5","141","28.2","7","174","24.9","7","191","27.3","1","2","2","0","0","0","20","508","25.4","34","14.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001897","상동중학교","03","공립","N","","3","73","24.3","3","75","25","3","70","23.3","1","3","3","0","0","0","10","221","22.1","19","11.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001898","상일중학교","03","공립","N","","10","308","30.8","10","282","28.2","11","316","28.7","1","6","6","0","0","0","32","912","28.5","55","16.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001899","석천중학교","03","공립","N","","11","337","30.6","13","400","30.8","13","391","30.1","1","2","2","0","0","0","38","1130","29.7","67","16.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001900","성곡중학교","03","공립","N","","6","163","27.2","6","168","28","8","211","26.4","2","9","4.5","0","0","0","22","551","25","38","14.5"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001901","성주중학교","03","공립","N","","7","192","27.4","8","210","26.3","9","233","25.9","1","4","4","0","0","0","25","639","25.6","43","14.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001902","소명여자중학교","03","사립","N","","4","106","26.5","4","107","26.8","5","135","27","1","2","2","0","0","0","14","350","25","24","14.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001903","소사중학교","03","공립","N","","6","172","28.7","6","171","28.5","7","186","26.6","1","6","6","0","0","0","20","535","26.8","34","15.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001905","심원중학교","03","공립","N","","7","206","29.4","7","195","27.9","9","261","29","2","7","3.5","0","0","0","25","669","26.8","43","15.6"
