"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000956","고양제일중학교","03","사립","N","","11","285","25.9","10","265","26.5","10","268","26.8","0","0","0","0","0","0","31","818","26.4","54","15.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000957","신능중학교","03","공립","N","","3","59","19.7","3","79","26.3","4","100","25","2","8","4","0","0","0","12","246","20.5","21","11.7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000958","신일중학교","03","공립","N","","10","283","28.3","10","283","28.3","10","279","27.9","1","7","7","0","0","0","31","852","27.5","54","15.8"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000959","오마중학교","03","공립","N","","11","314","28.5","11","308","28","11","305","27.7","0","0","0","0","0","0","33","927","28.1","62","15"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000960","원당중학교","03","공립","N","","3","56","18.7","3","55","18.3","3","60","20","1","2","2","0","0","0","10","173","17.3","19","9.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000961","일산동중학교","03","공립","N","","8","202","25.3","8","213","26.6","7","188","26.9","2","12","6","0","0","0","25","615","24.6","44","14"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000962","일산중학교","03","공립","N","","5","130","26","5","133","26.6","6","151","25.2","1","5","5","0","0","0","17","419","24.6","32","13.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000963","장성중학교","03","공립","N","","4","112","28","5","117","23.4","5","137","27.4","2","11","5.5","0","0","0","16","377","23.6","27","14"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000964","저동중학교","03","공립","N","","6","163","27.2","6","142","23.7","6","159","26.5","1","6","6","0","0","0","19","470","24.7","33","14.2"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000965","정발중학교","03","공립","N","","11","307","27.9","11","306","27.8","11","308","28","1","1","1","0","0","0","34","922","27.1","59","15.6"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000966","중산중학교","03","공립","N","","6","141","23.5","6","150","25","6","150","25","1","4","4","0","0","0","19","445","23.4","33","13.5"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000967","지도중학교","03","공립","N","","6","154","25.7","6","138","23","6","161","26.8","1","5","5","0","0","0","19","458","24.1","33","13.9"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000969","한수중학교","03","공립","N","","10","277","27.7","10","272","27.2","10","270","27","2","12","6","0","0","0","32","831","26","55","15.1"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000970","행신중학교","03","공립","N","","5","128","25.6","5","132","26.4","6","140","23.3","1","1","1","0","0","0","17","401","23.6","29","13.8"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000971","호곡중학교","03","공립","N","","11","283","25.7","9","239","26.6","10","275","27.5","2","9","4.5","0","0","0","32","806","25.2","55","14.7"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000972","화수중학교","03","공립","N","","9","232","25.8","9","246","27.3","9","243","27","4","17","4.3","0","0","0","31","738","23.8","55","13.4"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000973","화정중학교","03","공립","N","","8","223","27.9","8","225","28.1","8","222","27.8","0","0","0","0","0","0","24","670","27.9","42","16"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001188","가림중학교","03","공립","N","","5","148","29.6","6","151","25.2","6","157","26.2","2","13","6.5","0","0","0","19","469","24.7","33","14.2"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001189","광남중학교","03","공립","N","","10","276","27.6","8","231","28.9","9","253","28.1","2","12","6","0","0","0","29","772","26.6","49","15.8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001190","광명북중학교","03","공립","N","","7","198","28.3","6","174","29","5","146","29.2","2","8","4","1","2","2","21","528","25.1","35","15.1"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001191","하안북중학교","03","공립","N","","10","301","30.1","11","322","29.3","11","311","28.3","1","7","7","0","0","0","33","941","28.5","57","16.5"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001192","광명중학교","03","공립","N","","9","247","27.4","8","208","26","8","231","28.9","2","11","5.5","0","0","0","27","697","25.8","47","14.8"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001194","소하중학교","03","공립","N","","13","363","27.9","13","368","28.3","12","356","29.7","1","5","5","0","0","0","39","1092","28","68","16.1"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001195","안서중학교","03","공립","N","","3","74","24.7","3","80","26.7","4","98","24.5","2","9","4.5","0","0","0","12","261","21.8","22","11.9"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001196","철산중학교","03","공립","N","","14","426","30.4","13","371","28.5","13","369","28.4","1","5","5","0","0","0","41","1171","28.6","73","16"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090001198","하안중학교","03","공립","N","","5","148","29.6","7","179","25.6","7","191","27.3","1","5","5","0","0","0","20","523","26.2","34","15.4"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001267","경안중학교","03","공립","N","","13","407","31.3","12","359","29.9","12","365","30.4","2","12","6","0","0","0","39","1143","29.3","69","16.6"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001268","경화여자중학교","03","사립","N","","10","316","31.6","9","261","29","10","295","29.5","0","0","0","0","0","0","29","872","30.1","53","16.5"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001269","광수중학교","03","공립","N","","5","121","24.2","5","124","24.8","4","101","25.3","1","5","5","0","0","0","15","351","23.4","26","13.5"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001270","광일중학교","03","공립","N","","2","30","15","2","39","19.5","2","39","19.5","1","3","3","0","0","0","7","111","15.9","15","7.4"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001271","곤지암중학교","03","공립","N","","5","144","28.8","5","153","30.6","7","164","23.4","1","2","2","0","0","0","18","463","25.7","31","14.9"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001272","광주중학교","03","공립","N","","7","202","28.9","7","203","29","6","184","30.7","1","5","5","0","0","0","21","594","28.3","38","15.6"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001273","남한중학교","03","공립","N","","3","73","24.3","2","58","29","2","57","28.5","1","6","6","1","4","4","9","198","22","17","11.6"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001274","동부중학교","03","공립","N","","3","79","26.3","3","78","26","3","77","25.7","1","4","4","0","0","0","10","238","23.8","19","12.5"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001275","신장중학교","03","공립","N","","3","88","29.3","3","71","23.7","4","93","23.3","0","0","0","0","0","0","10","252","25.2","19","13.3"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090001276","탄벌중학교","03","공립","N","","13","397","30.5","15","460","30.7","14","441","31.5","3","17","5.7","0","0","0","45","1315","29.2","78","16.9"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090001277","하남중학교","03","공립","N","","5","135","27","5","137","27.4","5","128","25.6","1","6","6","0","0","0","16","406","25.4","27","15"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001365","갈뫼중학교","03","공립","N","","9","230","25.6","8","191","23.9","10","258","25.8","1","8","8","0","0","0","28","687","24.5","52","13.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001366","고천중학교","03","공립","N","","4","112","28","5","122","24.4","5","135","27","0","0","0","0","0","0","14","369","26.4","25","14.8"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001367","곡란중학교","03","공립","N","","3","64","21.3","4","85","21.3","3","80","26.7","1","5","5","0","0","0","11","234","21.3","20","11.7"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001368","군포중학교","03","공립","N","","3","81","27","3","70","23.3","4","95","23.8","2","13","6.5","2","6","3","14","265","18.9","24","11"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001369","궁내중학교","03","공립","N","","9","252","28","10","266","26.6","9","245","27.2","0","0","0","0","0","0","28","763","27.3","49","15.6"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001370","금정중학교","03","공립","N","","4","90","22.5","5","137","27.4","5","122","24.4","1","5","5","0","0","0","15","354","23.6","27","13.1"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001371","도장중학교","03","공립","N","","8","211","26.4","7","184","26.3","8","191","23.9","2","13","6.5","0","0","0","25","599","24","44","13.6"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001372","백운중학교","03","공립","N","","6","148","24.7","7","181","25.9","7","175","25","1","4","4","0","0","0","21","508","24.2","36","14.1"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001374","산본중학교","03","공립","N","","10","277","27.7","10","280","28","10","266","26.6","0","0","0","0","0","0","30","823","27.4","53","15.5"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001375","수리중학교","03","공립","N","","7","193","27.6","9","234","26","8","200","25","1","7","7","0","0","0","25","634","25.4","43","14.7"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001376","용호중학교","03","공립","N","","7","189","27","7","164","23.4","8","205","25.6","1","3","3","0","0","0","23","561","24.4","41","13.7"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001377","의왕부곡중학교","03","공립","N","","8","206","25.8","8","195","24.4","6","163","27.2","2","12","6","0","0","0","24","576","24","43","13.4"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090001378","의왕중학교","03","공립","N","","2","39","19.5","1","9","9","2","35","17.5","1","5","5","0","0","0","6","88","14.7","14","6.3"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090001379","흥진중학교","03","공립","N","","6","170","28.3","5","132","26.4","6","154","25.7","1","7","7","0","0","0","18","463","25.7","33","14"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001487","고촌중학교","03","공립","N","","9","286","31.8","7","230","32.9","6","168","28","1","6","6","0","0","0","23","690","30","41","16.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001488","김포여자중학교","03","공립","N","","2","44","22","4","101","25.3","3","57","19","1","3","3","0","0","0","10","205","20.5","19","10.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001489","금파중학교","03","공립","N","","11","362","32.9","11","347","31.5","11","337","30.6","1","6","6","0","0","0","34","1052","30.9","59","17.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001490","김포중학교","03","공립","N","","5","164","32.8","3","89","29.7","3","84","28","1","6","6","0","0","0","12","343","28.6","20","17.2"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001491","대곶중학교","03","공립","N","","2","35","17.5","2","47","23.5","2","43","21.5","1","5","5","1","2","2","8","132","16.5","17","7.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001492","분진중학교","03","사립","N","","1","11","11","1","17","17","1","10","10","0","0","0","0","0","0","3","38","12.7","12","3.2"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001493","양곡중학교","03","사립","N","","5","135","27","5","132","26.4","5","135","27","0","0","0","0","0","0","15","402","26.8","27","14.9"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001494","장기중학교","03","공립","N","","12","428","35.7","12","420","35","12","396","33","1","6","6","0","0","0","37","1250","33.8","65","19.2"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001495","통진중학교","03","사립","N","","6","167","27.8","6","162","27","6","164","27.3","2","9","4.5","0","0","0","20","502","25.1","37","13.6"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001496","풍무중학교","03","공립","N","","12","394","32.8","12","373","31.1","12","370","30.8","2","8","4","0","0","0","38","1145","30.1","66","17.3"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090001497","하성중학교","03","공립","N","","2","36","18","2","42","21","2","36","18","1","6","6","0","0","0","7","120","17.1","15","8"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001575","광동중학교","03","사립","N","","8","214","26.8","7","193","27.6","8","218","27.3","0","0","0","0","0","0","23","625","27.2","40","15.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001576","교문중학교","03","공립","N","","6","149","24.8","6","154","25.7","6","157","26.2","2","7","3.5","0","0","0","20","467","23.4","34","13.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001577","구리중학교","03","공립","N","","3","57","19","3","54","18","3","73","24.3","1","5","5","0","0","0","10","189","18.9","19","9.9"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001578","구리여자중학교","03","공립","N","","3","58","19.3","3","58","19.3","3","74","24.7","3","18","6","0","0","0","12","208","17.3","24","8.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001579","금곡중학교","03","공립","N","","3","68","22.7","3","65","21.7","4","87","21.8","1","6","6","0","0","0","11","226","20.5","20","11.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001581","덕소중학교","03","공립","N","","7","189","27","6","163","27.2","7","189","27","2","11","5.5","0","0","0","22","552","25.1","40","13.8"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001582","도농중학교","03","공립","N","","8","215","26.9","8","222","27.8","6","161","26.8","2","14","7","0","0","0","24","612","25.5","42","14.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001583","동구중학교","03","공립","N","","9","239","26.6","9","229","25.4","10","254","25.4","1","4","4","0","0","0","29","726","25","51","14.2"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001584","동화중학교","03","사립","N","","6","174","29","7","193","27.6","7","188","26.9","0","0","0","0","0","0","20","555","27.8","35","15.9"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001585","마석중학교","03","공립","N","","9","294","32.7","11","353","32.1","10","302","30.2","2","11","5.5","0","0","0","32","960","30","55","17.5"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001586","미금중학교","03","공립","N","","5","144","28.8","4","113","28.3","5","136","27.2","0","0","0","0","0","0","14","393","28.1","25","15.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001587","별내중학교","03","공립","N","","6","142","23.7","6","144","24","6","151","25.2","1","6","6","0","0","0","19","443","23.3","33","13.4"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001588","수동중학교","03","사립","N","","2","27","13.5","2","41","20.5","2","31","15.5","1","6","6","0","0","0","7","105","15","15","7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001589","심석중학교","03","사립","N","","8","264","33","9","283","31.4","8","259","32.4","0","0","0","0","0","0","25","806","32.2","46","17.5"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001590","오남중학교","03","공립","N","","5","111","22.2","5","117","23.4","6","153","25.5","1","4","4","0","0","0","17","385","22.6","29","13.3"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001591","와부중학교","03","공립","N","","8","223","27.9","8","221","27.6","9","230","25.6","1","8","8","0","0","0","26","682","26.2","47","14.5"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001592","연세중학교","03","사립","N","","1","22","22","1","23","23","1","20","20","0","0","0","0","0","0","3","65","21.7","12","5.4"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001593","인창중학교","03","공립","N","","10","274","27.4","11","300","27.3","10","259","25.9","2","15","7.5","0","0","0","33","848","25.7","58","14.6"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001594","장자중학교","03","공립","N","","7","196","28","6","162","27","8","221","27.6","0","0","0","0","0","0","21","579","27.6","38","15.2"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001595","진건중학교","03","공립","N","","5","130","26","5","123","24.6","6","135","22.5","2","7","3.5","0","0","0","18","395","21.9","30","13.2"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090001596","토평중학교","03","공립","N","","6","151","25.2","6","148","24.7","6","152","25.3","3","18","6","0","0","0","21","469","22.3","37","12.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001597","퇴계원중학교","03","공립","N","","7","177","25.3","8","204","25.5","7","190","27.1","3","16","5.3","0","0","0","25","587","23.5","43","13.7"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001598","호평중학교","03","공립","N","","10","295","29.5","11","308","28","8","237","29.6","1","7","7","0","0","0","30","847","28.2","53","16"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090001599","화광중학교","03","공립","N","","4","132","33","4","132","33","5","140","28","0","0","0","0","0","0","13","404","31.1","24","16.8"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001771","고암중학교","03","공립","N","","8","205","25.6","8","214","26.8","6","164","27.3","0","0","0","0","0","0","22","583","26.5","39","14.9"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001772","남문중학교","03","사립","N","","3","81","27","3","54","18","3","67","22.3","0","0","0","0","0","0","9","202","22.4","20","10.1"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001773","덕계중학교","03","공립","N","","10","260","26","9","241","26.8","8","204","25.5","3","21","7","0","0","0","30","726","24.2","55","13.2"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001774","덕정중학교","03","공립","N","","5","125","25","4","107","26.8","5","133","26.6","1","7","7","0","0","0","15","372","24.8","26","14.3"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001775","동두천여자중학교","03","사립","N","","4","93","23.3","4","95","23.8","5","114","22.8","0","0","0","0","0","0","13","302","23.2","23","13.1"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001777","동두천중학교","03","사립","N","","4","91","22.8","3","66","22","4","91","22.8","0","0","0","0","0","0","11","248","22.5","19","13.1"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001778","한빛누리중학교","03","사립","N","","4","103","25.8","5","127","25.4","5","121","24.2","1","7","7","0","0","0","15","358","23.9","26","13.8"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001779","신흥중학교","03","사립","N","","4","106","26.5","4","106","26.5","5","123","24.6","0","0","0","0","0","0","13","335","25.8","24","14"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001780","양주백석중학교","03","공립","N","","7","174","24.9","8","204","25.5","7","187","26.7","2","11","5.5","1","2","2","25","578","23.1","43","13.4"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001781","조양중학교","03","사립","N","","4","98","24.5","3","78","26","3","77","25.7","1","5","5","0","0","0","11","258","23.5","20","12.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001873","계남중학교","03","공립","N","","8","224","28","6","168","28","6","166","27.7","0","0","0","0","0","0","20","558","27.9","35","15.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001874","내동중학교","03","공립","N","","3","66","22","3","57","19","2","51","25.5","1","5","5","1","3","3","10","182","18.2","18","10.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001878","덕산중학교","03","공립","N","","10","276","27.6","10","266","26.6","10","262","26.2","2","9","4.5","0","0","0","32","813","25.4","55","14.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001882","부명중학교","03","공립","N","","7","192","27.4","7","190","27.1","8","220","27.5","2","13","6.5","0","0","0","24","615","25.6","42","14.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001883","부인중학교","03","공립","N","","5","122","24.4","5","130","26","6","149","24.8","1","5","5","0","0","0","17","406","23.9","29","14"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001884","부일중학교","03","공립","N","","4","114","28.5","3","72","24","4","100","25","1","4","4","0","0","0","12","290","24.2","20","14.5"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001885","부천남중학교","03","공립","N","","6","165","27.5","6","157","26.2","7","192","27.4","3","18","6","0","0","0","22","532","24.2","37","14.4"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001886","부천동여자중학교","03","공립","N","","2","61","30.5","3","62","20.7","3","65","21.7","0","0","0","0","0","0","8","188","23.5","16","11.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001887","부천동중학교","03","공립","N","","2","60","30","3","79","26.3","3","79","26.3","0","0","0","0","0","0","8","218","27.3","16","13.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001888","부천부곡중학교","03","공립","N","","4","112","28","5","136","27.2","5","131","26.2","2","8","4","0","0","0","16","387","24.2","27","14.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001889","부천부흥중학교","03","공립","N","","5","137","27.4","5","128","25.6","5","120","24","2","9","4.5","0","0","0","17","394","23.2","28","14.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001892","부천여월중학교","03","공립","N","","5","135","27","6","154","25.7","6","155","25.8","2","12","6","0","0","0","19","456","24","33","13.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001893","부천여자중학교","03","공립","N","","6","153","25.5","6","163","27.2","6","151","25.2","0","0","0","0","0","0","18","467","25.9","33","14.2"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001894","부천중학교","03","공립","N","","10","279","27.9","10","266","26.6","9","241","26.8","2","9","4.5","0","0","0","31","795","25.6","51","15.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001896","상도중학교","03","공립","N","","6","167","27.8","6","152","25.3","7","184","26.3","1","3","3","0","0","0","20","506","25.3","34","14.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001897","상동중학교","03","공립","N","","4","115","28.8","4","111","27.8","4","111","27.8","1","4","4","0","0","0","13","341","26.2","22","15.5"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001898","상일중학교","03","공립","N","","9","256","28.4","9","255","28.3","10","260","26","1","5","5","0","0","0","29","776","26.8","52","14.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001899","석천중학교","03","공립","N","","12","345","28.8","12","339","28.3","12","339","28.3","2","11","5.5","0","0","0","38","1034","27.2","65","15.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001900","성곡중학교","03","공립","N","","5","115","23","6","154","25.7","6","148","24.7","2","8","4","0","0","0","19","425","22.4","32","13.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001901","성주중학교","03","공립","N","","7","191","27.3","8","208","26","8","208","26","1","7","7","0","0","0","24","614","25.6","41","15"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001902","소명여자중학교","03","사립","N","","4","111","27.8","4","109","27.3","4","98","24.5","1","7","7","0","0","0","13","325","25","23","14.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001903","소사중학교","03","공립","N","","6","180","30","5","144","28.8","5","140","28","2","10","5","0","0","0","18","474","26.3","31","15.3"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001905","심원중학교","03","공립","N","","8","221","27.6","7","192","27.4","7","189","27","2","12","6","0","0","0","24","614","25.6","42","14.6"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001906","역곡중학교","03","공립","N","","9","247","27.4","9","230","25.6","8","223","27.9","2","10","5","0","0","0","28","710","25.4","48","14.8"
