"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000565","백신고등학교","04","공립","N","","11","255","23.2","11","283","25.7","11","284","25.8","2","9","4.5","0","0","0","35","831","23.7","67","12.4"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090000566","백암고등학교","04","공립","N","","3","61","20.3","3","49","16.3","4","55","13.8","1","5","5","0","0","0","11","170","15.5","23","7.4"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000567","백양고등학교","04","공립","N","","11","250","22.7","11","247","22.5","11","271","24.6","1","2","2","0","0","0","34","770","22.6","66","11.7"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000568","백영고등학교","04","사립","N","","12","300","25","12","306","25.5","12","321","26.8","0","0","0","0","0","0","36","927","25.8","70","13.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090000569","백운고등학교","04","공립","N","","11","259","23.5","11","269","24.5","11","273","24.8","1","6","6","0","0","0","34","807","23.7","65","12.4"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090000572","한빛누리고등학교","04","사립","N","","7","184","26.3","7","180","25.7","7","182","26","2","11","5.5","0","0","0","23","557","24.2","45","12.4"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000576","부명고등학교","04","공립","N","","9","222","24.7","9","234","26","9","252","28","1","9","9","0","0","0","28","717","25.6","56","12.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000577","경기국제통상고등학교","04","공립","N","","9","168","18.7","10","167","16.7","9","115","12.8","3","16","5.3","0","0","0","31","466","15","62","7.5"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000578","상동고등학교","04","공립","N","","9","215","23.9","9","224","24.9","9","247","27.4","0","0","0","0","0","0","27","686","25.4","53","12.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090000579","부천고등학교","04","공립","N","","7","155","22.1","9","179","19.9","9","199","22.1","0","0","0","0","0","0","25","533","21.3","49","10.9"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090000580","부천공업고등학교","04","공립","N","","8","120","15","7","82","11.7","9","104","11.6","2","16","8","0","0","0","26","322","12.4","56","5.8"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000581","부천북고등학교","04","공립","N","","9","218","24.2","9","216","24","9","256","28.4","1","7","7","0","0","0","28","697","24.9","55","12.7"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000584","부천여자고등학교","04","공립","N","","6","78","13","6","116","19.3","7","135","19.3","0","0","0","0","0","0","19","329","17.3","36","9.1"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000585","부천정보산업고등학교","04","공립","N","","9","148","16.4","10","146","14.6","11","185","16.8","3","24","8","0","0","0","33","503","15.2","71","7.1"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000586","부흥고등학교","04","공립","N","","13","328","25.2","13","347","26.7","13","348","26.8","2","14","7","0","0","0","41","1037","25.3","80","13"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000587","분당고등학교","04","공립","N","","10","259","25.9","10","269","26.9","10","275","27.5","1","1","1","0","0","0","31","804","25.9","61","13.2"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000588","분당대진고등학교","04","사립","N","","12","300","25","12","317","26.4","12","312","26","0","0","0","0","0","0","36","929","25.8","70","13.3"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000589","분당경영고등학교","04","공립","N","","8","146","18.3","9","147","16.3","9","150","16.7","1","6","6","0","0","0","27","449","16.6","61","7.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000590","분당중앙고등학교","04","공립","N","","9","224","24.9","9","238","26.4","9","248","27.6","0","0","0","0","0","0","27","710","26.3","53","13.4"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000591","불곡고등학교","04","공립","N","","9","231","25.7","9","231","25.7","9","234","26","1","5","5","0","0","0","28","701","25","55","12.7"
"경기도교육청","경기도화성오산교육지원청","","S090000594","비봉고등학교","04","사립","N","","10","249","24.9","10","229","22.9","11","256","23.3","0","0","0","0","0","0","31","734","23.7","62","11.8"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090000596","사우고등학교","04","공립","N","","11","370","33.6","11","374","34","13","434","33.4","2","15","7.5","0","0","0","37","1193","32.2","73","16.3"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000597","산본고등학교","04","공립","N","","13","319","24.5","13","356","27.4","14","377","26.9","1","6","6","0","0","0","41","1058","25.8","80","13.2"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000598","경기폴리텍고등학교","04","공립","N","","6","110","18.3","6","63","10.5","6","61","10.2","0","0","0","0","0","0","18","234","13","40","5.9"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000599","삼광고등학교","04","사립","N","","2","40","20","2","26","13","2","46","23","0","0","0","0","0","0","6","112","18.7","15","7.5"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 만세구","S090000600","삼괴고등학교","04","사립","N","","8","215","26.9","8","210","26.3","8","216","27","2","16","8","0","0","0","26","657","25.3","51","12.9"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090000602","삼일공업고등학교","04","사립","N","","14","311","22.2","14","296","21.1","14","337","24.1","0","0","0","0","0","0","42","944","22.5","92","10.3"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090000603","삼일고등학교","04","사립","N","","12","265","22.1","12","261","21.8","12","282","23.5","0","0","0","0","0","0","36","808","22.4","75","10.8"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090000606","서울삼육고등학교","04","사립","N","","8","185","23.1","8","185","23.1","8","207","25.9","0","0","0","0","0","0","24","577","24","47","12.3"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090000607","서해고등학교","04","공립","N","","11","366","33.3","11","384","34.9","11","360","32.7","3","19","6.3","0","0","0","36","1129","31.4","67","16.9"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000608","서현고등학교","04","공립","N","","10","256","25.6","10","262","26.2","10","261","26.1","0","0","0","0","0","0","30","779","26","60","13"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000609","설악고등학교","04","공립","N","","2","49","24.5","2","47","23.5","2","53","26.5","1","5","5","0","0","0","7","154","22","17","9.1"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090000610","성남테크노과학고등학교","04","공립","N","","4","50","12.5","6","59","9.8","7","106","15.1","4","29","7.3","0","0","0","21","244","11.6","42","5.8"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090000611","성남고등학교","04","공립","N","","8","170","21.3","8","179","22.4","8","181","22.6","2","16","8","0","0","0","26","546","21","50","10.9"
