"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","주당평균수업시수(교사 1인당)","주당수업시수","수업교원수"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000445","가평고등학교","04","공립","N","","190","190","190","16.7","870","52"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000447","경기과학고등학교","04","공립","N","","179","179","179","12.6","956","76"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090000448","경기대명고등학교","04","공립","N","","190","190","190","10.1","222","22"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000449","경기체육고등학교","04","공립","N","","190","190","190","12.8","384","30"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090000450","이천세무고등학교","04","공립","N","","190","190","190","13.5","189","14"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000451","경민고등학교","04","사립","N","","190","190","190","16.3","961","59"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000453","경민비즈니스고등학교","04","사립","N","","190","190","190","14.2","809","57"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000455","경민IT고등학교","04","사립","N","","190","190","190","16.3","832","51"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000457","경안고등학교","04","사립","N","","191","191","191","15.9","1114","70"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000458","경일고등학교","04","사립","N","","190","190","190","13.7","1092","80"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090000460","경화여자고등학교","04","사립","N","","190","190","190","17.5","1120","64"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000463","계남고등학교","04","공립","N","","190","190","190","17.3","949","55"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000466","계원예술고등학교","04","사립","N","","191","191","191","16.9","728","43"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090000468","백송고등학교","04","사립","N","","191","191","191","17.5","508","29"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000469","고양외국어고등학교","04","사립","N","","191","191","191","15.1","933","62"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000470","고양고등학교","04","공립","N","","190","190","190","15.9","937","59"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000471","고잔고등학교","04","공립","N","","190","190","190","16.4","1115","68"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090000472","과천고등학교","04","공립","N","","230","230","230","15.2","805","53"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090000473","과천여자고등학교","04","사립","N","","190","190","190","16.4","574","35"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090000474","과천외국어고등학교","04","사립","N","","225","225","225","16.4","871","53"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090000475","과천중앙고등학교","04","공립","N","","192","192","192","16.4","789","48"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000476","경기게임마이스터고등학교","04","공립","N","","190","190","190","13.8","401","29"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000477","관양고등학교","04","공립","N","","190","190","190","16.5","1185","72"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090000478","관인고등학교","04","공립","N","","242","242","205","11.2","168","15"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090000479","광동고등학교","04","사립","N","","191","191","191","16.4","1128","69"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090000480","의정부광동고등학교","04","사립","N","","190","190","190","15.6","842","54"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000482","광명고등학교","04","공립","N","","190","190","190","15.5","1036","67"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000483","경기항공고등학교","04","사립","N","","227","227","227","15.4","401","26"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000484","광명북고등학교","04","공립","N","","190","190","190","16.3","1187","73"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000487","명문고등학교","04","공립","N","","191","191","190","16.1","1079","67"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000488","창의경영고등학교","04","공립","N","","190","190","190","13.6","718","53"
"경기도교육청","경기도광명교육지원청","경기도 광명시","S090000489","광문고등학교","04","공립","N","","190","190","190","16.5","1103","67"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090000490","광주고등학교","04","공립","N","","190","190","190","16.3","1042","64"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090000492","곤지암고등학교","04","공립","N","","191","191","191","15.9","574","36"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090000493","광주중앙고등학교","04","공립","N","","190","190","190","16.2","1423","88"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000494","광탄고등학교","04","사립","N","","190","190","190","15.4","385","25"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090000496","구리고등학교","04","공립","N","","191","191","191","16.0","770","48"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090000497","구리여자고등학교","04","공립","N","","191","191","191","16.6","894","54"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090000499","군자디지털과학고등학교","04","공립","N","","191","191","191","17.2","1050","61"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000502","군포고등학교","04","사립","N","","191","191","191","17.2","1015","59"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000504","군포e비즈니스고등학교","04","공립","N","","190","190","190","15.2","956","63"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090000505","권선고등학교","04","공립","N","","190","190","190","15.1","1149","76"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 만안구","S090000507","근명고등학교","04","사립","N","","190","190","190","14.7","791","54"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090000508","금곡고등학교","04","공립","N","","190","190","190","15.7","1086","69"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090000509","기흥고등학교","04","공립","N","","191","191","191","16.7","1085","65"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090000510","김포고등학교","04","공립","N","","191","192","191","17.7","1060","60"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090000511","김포과학기술고등학교","04","공립","N","","191","191","191","17.8","1014","57"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000515","낙생고등학교","04","사립","N","","191","191","191","16.8","990","59"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090000517","한국외식과학고등학교","04","사립","N","","190","190","190","15.9","412","26"
"경기도교육청","경기도화성오산교육지원청","","S090000518","남양고등학교","04","공립","N","","190","190","190","16.1","708","44"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090000519","남양주고등학교","04","공립","N","","190","190","190","17.9","840","47"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090000520","남한고등학교","04","공립","N","","190","190","190","16.5","959","58"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000521","능곡고등학교","04","공립","N","","191","191","191","15.8","961","61"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090000524","대부고등학교","04","공립","N","","191","191","191","12.2","171","14"
"경기도교육청","경기도여주교육지원청","경기도 여주시","S090000525","대신고등학교","04","사립","N","","190","190","190","14.9","297","20"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000527","대평고등학교","04","공립","N","","190","190","190","16.7","1069","64"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090000528","덕산고등학교","04","공립","N","","190","190","190","16.4","771","47"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090000529","덕소고등학교","04","사립","N","","190","190","190","16.5","1140","69"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090000532","덕정고등학교","04","공립","N","","191","191","191","16.6","1013","61"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000533","도당고등학교","04","공립","N","","190","190","190","17.7","971","55"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090000534","동남고등학교","04","사립","N","","190","190","190","16.2","987","61"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090000536","동두천고등학교","04","사립","N","","190","190","190","15.8","458","29"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090000538","한국문화영상고등학교","04","사립","N","","191","191","191","14.8","548","37"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090000539","동두천중앙고등학교","04","공립","N","","191","191","191","17.1","871","51"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000541","동안고등학교","04","공립","N","","190","190","190","16.2","1232","76"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000542","동우여자고등학교","04","사립","N","","0","191","191","16.2","600","37"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090000543","동원동우고등학교","04","사립","N","","191","191","191","16.7","1184","71"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090000544","동일공업고등학교","04","사립","N","","244","244","244","16.7","1167","70"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090000545","동화고등학교","04","사립","N","","191","191","191","16.1","1404","87"
"경기도교육청","경기도화성오산교육지원청","","S090000546","두레자연고등학교","04","사립","N","","190","190","190","11.3","180","16"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090000548","마장고등학교","04","공립","N","","190","190","190","14.8","414","28"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090000552","매향여자정보고등학교","04","사립","N","","191","191","191","13.4","914","68"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000553","무원고등학교","04","공립","N","","190","190","190","17.0","1104","65"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000554","문산고등학교","04","공립","N","","190","190","190","16.8","536","32"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000555","문산수억고등학교","04","사립","N","","190","190","190","17.0","1000","59"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000556","문산제일고등학교","04","공립","N","","190","190","190","17.1","1109","65"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090000558","경기모바일과학고등학교","04","공립","N","","191","191","191","15.7","817","52"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 만세구","S090000559","발안바이오과학고등학교","04","공립","N","","190","190","190","15.8","489","31"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000563","백마고등학교","04","공립","N","","190","190","190","17.9","1145","64"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000564","백석고등학교","04","공립","N","","190","190","190","16.9","1097","65"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090000565","백신고등학교","04","공립","N","","190","190","190","15.6","1045","67"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090000566","백암고등학교","04","공립","N","","190","190","190","15.5","356","23"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090000567","백양고등학교","04","공립","N","","190","190","190","17.1","1128","66"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000568","백영고등학교","04","사립","N","","191","191","190","15.4","1075","70"
"경기도교육청","경기도군포의왕교육지원청","경기도 의왕시","S090000569","백운고등학교","04","공립","N","","190","190","190","16.6","1078","65"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090000572","한빛누리고등학교","04","사립","N","","190","190","190","18.0","808","45"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000576","부명고등학교","04","공립","N","","190","190","190","15.8","887","56"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000577","경기국제통상고등학교","04","공립","N","","190","190","190","15.5","958","62"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000578","상동고등학교","04","공립","N","","190","190","190","15.5","822","53"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090000579","부천고등학교","04","공립","N","","190","190","190","17.3","846","49"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090000580","부천공업고등학교","04","공립","N","","190","190","190","17.7","989","56"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000581","부천북고등학교","04","공립","N","","191","191","191","17.3","950","55"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000584","부천여자고등학교","04","공립","N","","190","190","190","17.4","625","36"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090000585","부천정보산업고등학교","04","공립","N","","190","190","190","15.3","1087","71"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090000586","부흥고등학교","04","공립","N","","190","190","190","16.6","1327","80"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000587","분당고등학교","04","공립","N","","191","191","191","16.5","1007","61"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000588","분당대진고등학교","04","사립","N","","190","190","190","16.3","1140","70"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000589","분당경영고등학교","04","공립","N","","190","190","190","14.9","911","61"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000590","분당중앙고등학교","04","공립","N","","190","190","190","15.5","820","53"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000591","불곡고등학교","04","공립","N","","191","191","191","17.3","950","55"
"경기도교육청","경기도화성오산교육지원청","","S090000594","비봉고등학교","04","사립","N","","190","190","190","15.9","986","62"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090000596","사우고등학교","04","공립","N","","190","190","190","16.9","1236","73"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000597","산본고등학교","04","공립","N","","190","190","190","15.4","1233","80"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090000598","경기폴리텍고등학교","04","공립","N","","190","190","190","18.9","755","40"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090000599","삼광고등학교","04","사립","N","","190","190","190","12.8","192","15"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 만세구","S090000600","삼괴고등학교","04","사립","N","","190","190","190","16.0","817","51"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090000602","삼일공업고등학교","04","사립","N","","193","193","194","15.4","1420","92"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090000603","삼일고등학교","04","사립","N","","190","190","190","14.0","1048","75"
"경기도교육청","경기도구리남양주교육지원청","경기도 구리시","S090000606","서울삼육고등학교","04","사립","N","","193","193","192","16.7","787","47"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090000607","서해고등학교","04","공립","N","","190","190","190","16.6","1114","67"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090000608","서현고등학교","04","공립","N","","191","191","191","16.8","1008","60"
"경기도교육청","경기도가평교육지원청","경기도 가평군","S090000609","설악고등학교","04","공립","N","","190","190","190","13.7","233","17"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090000610","성남테크노과학고등학교","04","공립","N","","190","190","190","17.1","717","42"
